DS_IDENTIFICACAO_RECURSO,DT_AUTUACAO,DT_BAIXA,SG_UF_TRIBUNAL_ORIGEM,SG_UF_TRIBUNAL,NR_INSTANCIA_ORIGEM,NR_INSTANCIA,DT_DISTRIBUICAO,id_recurso
Processo,2022-08-08,2022-12-09,CE,DF,0,3,2022-08-08,1354
Processo,2022-08-08,2022-12-09,CE,DF,0,3,2022-08-08,1355
Processo,2022-10-19,2022-11-03,DF,DF,0,3,2022-10-19,1356
Processo,2022-09-06,2022-11-23,BA,DF,0,3,2022-09-06,1357
Processo,2022-09-08,2022-10-10,DF,DF,0,3,2022-09-08,1358
Processo,2022-09-28,2023-03-07,DF,DF,0,3,2022-09-28,1359
Processo,2022-09-19,2023-04-04,AL,DF,2,3,2022-09-19,1360
Processo,2022-09-19,2023-04-04,AL,DF,2,3,2022-09-19,1361
Processo,2022-09-19,2023-04-04,AL,DF,2,3,2022-09-19,1362
Processo,2022-09-19,2023-04-04,AL,DF,2,3,2022-09-19,1363
Processo,2022-09-19,2023-04-04,AL,DF,2,3,2022-09-19,1364
Processo,2022-09-19,2023-04-04,AL,DF,2,3,2022-09-19,1365
Processo,2022-08-24,2022-12-05,DF,DF,0,3,2022-08-24,1366
Processo,2022-08-24,2022-12-05,DF,DF,0,3,2022-08-24,1367
Processo,2022-09-16,2022-10-24,BA,DF,0,3,2022-09-16,1368
Processo,2022-09-16,2022-10-24,BA,DF,0,3,2022-09-16,1369
Processo,2022-09-16,2022-10-24,BA,DF,0,3,2022-09-16,1370
Processo,2022-09-16,2022-10-24,BA,DF,0,3,2022-09-16,1371
Processo,2022-10-14,2022-11-15,DF,DF,0,3,2022-10-14,1372
Processo,2022-10-18,2022-11-10,DF,DF,0,3,2022-10-18,1373
Processo,2022-10-13,2022-11-15,DF,DF,0,3,2022-10-13,1374
Processo,2022-10-13,2022-11-15,DF,DF,0,3,2022-10-13,1375
Processo,2022-09-21,2023-08-31,RN,DF,20,3,2022-09-21,1376
Processo,2022-09-21,2023-08-31,RN,DF,20,3,2022-09-21,1377
Processo,2022-09-21,2023-08-31,RN,DF,20,3,2022-09-21,1378
Processo,2022-09-21,2023-08-31,RN,DF,20,3,2022-09-21,1379
Processo,2022-09-21,2023-08-31,RN,DF,20,3,2022-09-21,1380
Processo,2022-09-21,2023-08-31,RN,DF,20,3,2022-09-21,1381
Processo,2022-08-01,2022-10-10,DF,DF,0,3,2022-08-01,1382
Processo,2023-03-20,,GO,DF,9,3,2023-03-20,1383
Processo,2023-03-20,,GO,DF,9,3,2023-03-20,1384
Processo,2023-03-20,,GO,DF,9,3,2023-03-20,1385
Processo,2023-04-10,,SP,DF,26,3,2023-04-10,1386
Processo,2023-04-10,,SP,DF,26,3,2023-04-10,1387
Processo,2023-04-25,,RJ,DF,19,3,2023-04-25,1388
Processo,2023-04-25,,RJ,DF,19,3,2023-04-25,1389
Processo,2023-05-22,,PI,DF,18,3,2023-05-22,1390
Processo,2023-05-22,,PI,DF,18,3,2023-05-22,1391
Processo,2023-08-02,,ES,DF,8,3,2023-08-02,1392
Processo,2023-08-02,,ES,DF,8,3,2023-08-02,1393
Processo,2022-10-12,2023-02-14,DF,DF,0,3,2023-01-11,1394
Processo,2022-09-28,2023-02-27,DF,DF,0,3,2022-09-28,1395
Processo,2022-10-18,,SP,DF,26,3,2022-10-18,1396
Processo,2022-10-18,,SP,DF,26,3,2022-10-18,1397
Processo,2022-10-18,,SP,DF,26,3,2022-10-18,1398
Processo,2022-07-26,2022-10-19,DF,DF,0,3,2022-09-07,1399
Processo,2022-07-26,2022-10-19,DF,DF,0,3,2022-09-07,1400
Processo,2022-10-10,,DF,DF,0,3,2023-01-11,1401
Processo,2022-10-10,,DF,DF,0,3,2023-01-11,1402
Processo,2022-10-10,,DF,DF,0,3,2023-01-11,1403
Processo,2022-10-10,,DF,DF,0,3,2023-01-11,1404
Processo,2022-10-10,,DF,DF,0,3,2023-01-11,1405
Processo,2022-10-10,,DF,DF,0,3,2023-01-11,1406
Processo,2022-10-10,,DF,DF,0,3,2023-01-11,1407
Processo,2022-09-13,2022-12-06,CE,DF,6,3,2022-09-13,1408
Processo,2022-09-13,2022-12-06,CE,DF,6,3,2022-09-13,1409
Processo,2022-09-13,2022-12-06,CE,DF,6,3,2022-09-13,1410
Processo,2022-09-13,2022-12-06,CE,DF,6,3,2022-09-13,1411
Processo,2022-09-13,2022-12-06,CE,DF,6,3,2022-09-13,1412
Processo,2022-10-21,,DF,DF,0,3,2022-10-21,1413
Processo,2022-10-21,,DF,DF,0,3,2022-10-21,1414
Processo,2022-10-21,,DF,DF,0,3,2022-10-21,1415
Processo,2022-10-21,,DF,DF,0,3,2022-10-21,1416
Processo,2022-09-25,,SP,DF,26,3,2022-09-25,1417
Processo,2022-09-25,,SP,DF,26,3,2022-09-25,1418
Processo,2022-09-25,,SP,DF,26,3,2022-09-25,1419
Processo,2022-09-25,,SP,DF,26,3,2022-09-25,1420
Processo,2022-09-07,,DF,DF,0,3,2023-03-16,1421
Processo,2022-09-03,2023-02-27,DF,DF,0,3,2022-09-03,1422
Processo,2022-09-03,2023-02-27,DF,DF,0,3,2022-09-03,1423
Processo,2022-09-03,2023-02-27,DF,DF,0,3,2022-09-03,1424
Processo,2022-09-03,2023-02-27,DF,DF,0,3,2022-09-03,1425
Processo,2022-09-03,2023-02-27,DF,DF,0,3,2022-09-03,1426
Processo,2022-10-11,2023-01-30,RJ,DF,19,3,2022-10-11,1427
Processo,2022-10-11,2023-01-30,RJ,DF,19,3,2022-10-11,1428
Processo,2022-10-11,2023-01-30,RJ,DF,19,3,2022-10-11,1429
Processo,2022-10-11,2023-01-30,RJ,DF,19,3,2022-10-11,1430
Processo,2022-10-04,2023-02-07,RJ,DF,19,3,2022-10-04,1431
Processo,2022-10-04,2023-02-07,RJ,DF,19,3,2022-10-04,1432
Processo,2022-10-04,2023-02-07,RJ,DF,19,3,2022-10-04,1433
Processo,2022-10-04,2023-02-07,RJ,DF,19,3,2022-10-04,1434
Processo,2022-08-26,,DF,DF,0,3,2023-02-23,1435
Processo,2022-07-14,2022-09-15,SP,DF,0,3,2022-07-14,1436
Processo,2022-07-14,2022-09-15,SP,DF,0,3,2022-07-14,1437
Processo,2022-09-10,2022-11-27,DF,DF,0,3,2022-09-10,1438
Processo,2022-09-10,2022-11-27,DF,DF,0,3,2022-09-10,1439
Processo,2022-09-10,2022-11-27,DF,DF,0,3,2022-09-10,1440
Processo,2022-09-10,2022-11-27,DF,DF,0,3,2022-09-10,1441
Processo,2022-09-20,2023-07-24,SP,DF,26,3,2022-09-20,1442
Processo,2022-09-20,2023-07-24,SP,DF,26,3,2022-09-20,1443
Processo,2022-09-20,2023-07-24,SP,DF,26,3,2022-09-20,1444
Processo,2022-10-13,2022-11-15,DF,DF,0,3,2022-10-13,1445
Processo,2022-08-31,2022-10-15,DF,DF,0,3,2022-09-07,1446
Processo,2022-08-31,2022-10-15,DF,DF,0,3,2022-09-07,1447
Processo,2022-10-27,,DF,DF,0,3,2023-03-20,1448
Processo,2022-10-27,,DF,DF,0,3,2023-03-20,1449
Processo,2022-10-27,,DF,DF,0,3,2023-03-20,1450
Processo,2022-10-27,,DF,DF,0,3,2023-03-20,1451
Processo,2022-10-27,,DF,DF,0,3,2023-03-20,1452
Processo,2022-10-27,,DF,DF,0,3,2023-03-20,1453
Processo,2022-07-19,2023-04-11,DF,DF,0,3,2022-07-19,1454
Processo,2022-07-19,2023-04-11,DF,DF,0,3,2022-07-19,1455
Processo,2022-07-19,2023-04-11,DF,DF,0,3,2022-07-19,1456
Processo,2022-07-19,2023-04-11,DF,DF,0,3,2022-07-19,1457
Processo,2022-07-19,2023-04-11,DF,DF,0,3,2022-07-19,1458
Processo,2022-07-19,2023-04-11,DF,DF,0,3,2022-07-19,1459
Processo,2022-07-19,2023-04-11,DF,DF,0,3,2022-07-19,1460
Processo,2022-10-23,2022-11-11,DF,DF,0,3,2022-10-23,1461
Processo,2022-09-07,2022-10-04,AP,DF,3,3,2022-09-07,1462
Processo,2022-09-07,2022-10-04,AP,DF,3,3,2022-09-07,1463
Processo,2023-07-03,,MA,DF,10,3,2023-07-03,1464
Processo,2023-07-03,,MA,DF,10,3,2023-07-03,1465
Processo,2023-07-03,,MA,DF,10,3,2023-07-03,1466
Processo,2022-08-07,2022-10-21,DF,DF,0,3,2022-08-07,1467
Processo,2022-08-07,2022-10-21,DF,DF,0,3,2022-08-07,1468
Processo,2022-08-07,2022-10-21,DF,DF,0,3,2022-08-07,1469
Processo,2022-09-19,2023-07-03,SE,DF,25,3,2022-09-19,1470
Processo,2022-09-19,2023-07-03,SE,DF,25,3,2022-09-19,1471
Processo,2022-09-19,2023-07-03,SE,DF,25,3,2022-09-19,1472
Processo,2022-09-19,2023-07-03,SE,DF,25,3,2022-09-19,1473
Processo,2022-09-19,2023-07-03,SE,DF,25,3,2022-09-19,1474
Processo,2022-09-19,2023-07-03,SE,DF,25,3,2022-09-19,1475
Processo,2022-09-19,2023-07-03,SE,DF,25,3,2022-09-19,1476
Processo,2022-09-19,2023-07-03,SE,DF,25,3,2022-09-19,1477
Processo,2022-09-19,2023-07-03,SE,DF,25,3,2022-09-19,1478
Processo,2023-03-03,2023-10-20,MT,DF,11,3,2023-03-03,1479
Processo,2023-03-03,2023-10-20,MT,DF,11,3,2023-03-03,1480
Processo,2023-02-14,2023-10-04,RJ,DF,19,3,2023-02-14,1481
Processo,2023-02-14,2023-10-04,RJ,DF,19,3,2023-02-14,1482
Processo,2022-05-31,2022-08-10,DF,DF,5,3,2022-05-31,1483
Processo,2022-09-14,2022-11-08,SP,DF,26,3,2022-09-14,1484
Processo,2022-09-14,2022-11-08,SP,DF,26,3,2022-09-14,1485
Processo,2022-09-14,2022-11-08,SP,DF,26,3,2022-09-14,1486
Processo,2022-09-18,2022-11-07,MS,DF,12,3,2022-09-18,1487
Processo,2022-09-18,2022-11-07,MS,DF,12,3,2022-09-18,1488
Processo,2022-09-18,2022-11-07,MS,DF,12,3,2022-09-18,1489
Processo,2023-02-06,2023-07-03,CE,DF,6,3,2023-02-06,1490
Processo,2023-02-06,2023-07-03,CE,DF,6,3,2023-02-06,1491
Processo,2022-10-25,2022-11-27,DF,DF,0,3,2022-10-25,1492
Processo,2022-10-13,2022-11-11,DF,DF,0,3,2022-10-13,1493
Processo,2022-10-13,2022-11-11,DF,DF,0,3,2022-10-13,1494
Processo,2022-09-09,2022-12-18,TO,DF,27,3,2022-09-09,1495
Processo,2022-09-09,2022-12-18,TO,DF,27,3,2022-09-09,1496
Processo,2022-01-28,,DF,DF,0,3,2022-02-22,1497
Processo,2022-01-28,,DF,DF,0,3,2022-02-22,1498
Processo,2022-01-28,,DF,DF,0,3,2022-02-22,1499
Processo,2022-08-09,2023-04-28,PE,DF,17,3,2022-08-09,1500
Processo,2022-08-09,2023-04-28,PE,DF,17,3,2022-08-09,1501
Processo,2022-09-29,2023-05-19,DF,DF,0,3,2022-09-29,1502
Processo,2022-09-29,2023-05-19,DF,DF,0,3,2022-09-29,1503
Processo,2022-10-15,2023-03-24,DF,DF,0,3,2023-03-15,1504
Processo,2022-10-28,,DF,DF,0,3,2023-03-21,1505
Processo,2022-08-15,,DF,DF,0,3,2023-03-22,1506
Processo,2022-08-15,,DF,DF,0,3,2023-03-22,1507
Processo,2022-08-15,,DF,DF,0,3,2023-03-22,1508
Processo,2022-07-29,2023-03-01,DF,DF,0,3,2022-07-29,1509
Processo,2022-07-29,2023-03-01,DF,DF,0,3,2022-07-29,1510
Processo,2022-07-29,2023-03-01,DF,DF,0,3,2022-07-29,1511
Processo,2022-07-29,2023-03-01,DF,DF,0,3,2022-07-29,1512
Processo,2023-06-27,,MA,DF,10,3,2023-06-27,1513
Processo,2023-06-27,,MA,DF,10,3,2023-06-27,1514
Processo,2022-10-01,,DF,DF,0,3,2023-03-17,1515
Processo,2022-10-01,,DF,DF,0,3,2023-03-17,1516
Processo,2022-10-01,,DF,DF,0,3,2023-03-17,1517
Processo,2022-10-01,,DF,DF,0,3,2023-03-17,1518
Processo,2022-10-01,,DF,DF,0,3,2023-03-17,1519
Processo,2022-10-01,,DF,DF,0,3,2023-03-17,1520
Processo,2022-10-01,,DF,DF,0,3,2023-03-17,1521
Processo,2022-10-01,,DF,DF,0,3,2023-03-17,1522
Processo,2022-10-25,2022-11-15,DF,DF,0,3,2022-10-25,1523
Processo,2023-02-06,2023-05-03,PI,DF,18,3,2023-02-06,1524
Processo,2023-02-06,2023-05-03,PI,DF,18,3,2023-02-06,1525
Processo,2023-01-31,2023-05-05,PI,DF,18,3,2023-01-31,1526
Processo,2023-01-31,2023-05-05,PI,DF,18,3,2023-01-31,1527
Processo,2022-10-12,2023-02-14,DF,DF,0,3,2023-01-12,1528
Processo,2023-06-12,2023-10-31,RJ,DF,19,3,2023-06-12,1529
Processo,2023-06-12,2023-10-31,RJ,DF,19,3,2023-06-12,1530
Processo,2022-10-14,,DF,DF,0,3,2023-02-06,1531
Processo,2022-10-14,,DF,DF,0,3,2023-02-06,1532
Processo,2022-11-08,2023-03-09,DF,DF,0,3,2022-11-08,1533
Processo,2022-11-08,2023-03-09,DF,DF,0,3,2022-11-08,1534
Processo,2022-08-24,,DF,DF,0,3,2023-03-16,1535
Processo,2022-08-24,,DF,DF,0,3,2023-03-16,1536
Processo,2022-08-24,,DF,DF,0,3,2023-03-16,1537
Processo,2022-09-16,2022-11-07,AL,DF,2,3,2022-09-16,1538
Processo,2022-09-16,2022-11-07,AL,DF,2,3,2022-09-16,1539
Processo,2022-08-24,,DF,DF,0,3,2023-06-12,1540
Processo,2022-08-24,,DF,DF,0,3,2023-06-12,1541
Processo,2023-02-06,,MA,DF,10,3,2023-02-06,1542
Processo,2023-02-06,,MA,DF,10,3,2023-02-06,1543
Processo,2023-02-06,,MA,DF,10,3,2023-02-06,1544
Processo,2023-02-06,,MA,DF,10,3,2023-02-06,1545
Processo,2023-02-06,,MA,DF,10,3,2023-02-06,1546
Processo,2023-02-06,,MA,DF,10,3,2023-02-06,1547
Processo,2023-02-06,,MA,DF,10,3,2023-02-06,1548
Processo,2023-02-06,,MA,DF,10,3,2023-02-06,1549
Processo,2023-02-06,,MA,DF,10,3,2023-02-06,1550
Processo,2023-02-06,,MA,DF,10,3,2023-02-06,1551
Processo,2023-02-06,,MA,DF,10,3,2023-02-06,1552
Processo,2023-02-06,,MA,DF,10,3,2023-02-06,1553
Processo,2023-02-06,,MA,DF,10,3,2023-02-06,1554
Processo,2023-02-06,,MA,DF,10,3,2023-02-06,1555
Processo,2023-02-06,,MA,DF,10,3,2023-02-06,1556
Processo,2023-02-06,,MA,DF,10,3,2023-02-06,1557
Processo,2022-05-13,,DF,DF,0,3,2022-09-07,1558
Processo,2022-05-13,,DF,DF,0,3,2022-09-07,1559
Processo,2022-05-13,,DF,DF,0,3,2022-09-07,1560
Processo,2023-10-04,,SE,DF,25,3,2023-10-04,1561
Processo,2022-09-26,2022-10-31,MS,DF,0,3,2022-09-26,1562
Processo,2022-09-26,2022-10-31,MS,DF,0,3,2022-09-26,1563
Processo,2022-09-18,2023-03-03,AM,DF,0,3,2022-09-18,1564
Processo,2022-09-18,2023-03-03,AM,DF,0,3,2022-09-18,1565
Processo,2022-09-18,2023-03-03,AM,DF,0,3,2022-09-18,1566
Processo,2022-09-18,2023-03-03,AM,DF,0,3,2022-09-18,1567
Processo,2023-01-27,2023-05-12,MA,DF,10,3,2023-01-27,1568
Processo,2023-01-27,2023-05-12,MA,DF,10,3,2023-01-27,1569
Processo,2022-09-15,2022-10-18,CE,DF,0,3,2022-09-15,1570
Processo,2022-09-15,2022-10-18,CE,DF,0,3,2022-09-15,1571
Processo,2023-09-05,,MG,DF,13,3,2023-09-05,1572
Processo,2023-09-05,,MG,DF,13,3,2023-09-05,1573
Processo,2022-10-27,,DF,DF,0,3,2023-03-16,1574
Processo,2022-10-15,2022-11-03,DF,DF,0,3,2022-10-15,1575
Processo,2022-09-02,,DF,DF,0,3,2023-01-10,1576
Processo,2022-10-04,,DF,DF,0,3,2023-01-12,1577
Processo,2022-12-01,,AP,DF,3,3,2022-12-01,1578
Processo,2022-12-01,,AP,DF,3,3,2022-12-01,1579
Processo,2022-10-20,,RO,DF,22,3,2022-10-20,1580
Processo,2022-10-20,,RO,DF,22,3,2022-10-20,1581
Processo,2022-10-13,,DF,DF,0,3,2023-01-11,1582
Processo,2022-10-13,,DF,DF,0,3,2023-01-11,1583
Processo,2022-10-13,,DF,DF,0,3,2023-01-11,1584
Processo,2022-10-13,,DF,DF,0,3,2023-01-11,1585
Processo,2022-07-28,,DF,DF,0,3,2023-03-20,1586
Processo,2022-07-28,,DF,DF,0,3,2023-03-20,1587
Processo,2022-07-28,,DF,DF,0,3,2023-03-20,1588
Processo,2022-11-22,,PR,DF,16,3,2022-11-22,1589
Processo,2022-11-22,,PR,DF,16,3,2022-11-22,1590
Processo,2022-11-22,,PR,DF,16,3,2022-11-22,1591
Processo,2022-11-22,,PR,DF,16,3,2022-11-22,1592
Processo,2022-11-22,,PR,DF,16,3,2022-11-22,1593
Processo,2022-11-22,,PR,DF,16,3,2022-11-22,1594
Processo,2022-07-20,,DF,DF,0,3,2022-12-07,1595
Processo,2022-07-20,,DF,DF,0,3,2022-12-07,1596
Processo,2022-07-20,,DF,DF,0,3,2022-12-07,1597
Processo,2022-07-20,,DF,DF,0,3,2022-12-07,1598
Processo,2022-07-20,,DF,DF,0,3,2022-12-07,1599
Processo,2022-07-20,,DF,DF,0,3,2022-12-07,1600
Processo,2023-03-23,,RN,DF,20,3,2023-03-23,1601
Processo,2023-03-23,,RN,DF,20,3,2023-03-23,1602
Processo,2023-04-11,,RN,DF,20,3,2023-04-11,1603
Processo,2022-09-23,2023-07-17,PB,DF,15,3,2022-09-23,1604
Processo,2022-09-23,2023-07-17,PB,DF,15,3,2022-09-23,1605
Processo,2022-09-23,2023-07-17,PB,DF,15,3,2022-09-23,1606
Processo,2022-09-23,2023-07-17,PB,DF,15,3,2022-09-23,1607
Processo,2022-08-09,2022-10-10,DF,DF,0,3,2022-08-09,1608
Processo,2022-08-09,2022-10-10,DF,DF,0,3,2022-08-09,1609
Processo,2022-09-12,2022-12-12,ES,DF,8,3,2022-09-12,1610
Processo,2022-09-12,2022-12-12,ES,DF,8,3,2022-09-12,1611
Processo,2022-10-19,2022-11-23,DF,DF,0,3,2022-10-19,1612
Processo,2022-10-04,,DF,DF,0,3,2023-03-20,1613
Processo,2022-09-21,,DF,DF,0,3,2023-03-16,1614
Processo,2022-09-21,,DF,DF,0,3,2023-03-16,1615
Processo,2022-09-21,,DF,DF,0,3,2023-03-16,1616
Processo,2022-09-21,,DF,DF,0,3,2023-03-16,1617
Processo,2022-10-01,2022-11-12,PB,DF,15,3,2022-10-03,1618
Processo,2022-10-01,2022-11-12,PB,DF,15,3,2022-10-03,1619
Processo,2022-10-01,2022-11-12,PB,DF,15,3,2022-10-03,1620
Processo,2022-10-01,2022-11-12,PB,DF,15,3,2022-10-03,1621
Processo,2022-09-08,2022-11-11,DF,DF,0,3,2022-09-08,1622
Processo,2022-09-08,2022-11-11,DF,DF,0,3,2022-09-08,1623
Processo,2022-10-26,,DF,DF,0,3,2023-01-12,1624
Processo,2022-10-26,,DF,DF,0,3,2023-01-12,1625
Processo,2022-09-04,2022-11-10,DF,DF,0,3,2022-09-04,1626
Processo,2022-09-04,2022-11-10,DF,DF,0,3,2022-09-04,1627
Processo,2022-08-24,,DF,DF,0,3,2023-01-10,1628
Processo,2022-08-24,,DF,DF,0,3,2023-01-10,1629
Processo,2022-09-16,2022-11-26,MG,DF,13,3,2022-09-16,1630
Processo,2022-09-16,2022-11-26,MG,DF,13,3,2022-09-16,1631
Processo,2023-06-20,,MA,DF,10,3,2023-06-20,1632
Processo,2023-06-20,,MA,DF,10,3,2023-06-20,1633
Processo,2023-07-04,,MA,DF,10,3,2023-07-04,1634
Processo,2023-07-04,,MA,DF,10,3,2023-07-04,1635
Processo,2023-07-04,,MA,DF,10,3,2023-07-04,1636
Processo,2022-10-19,2022-11-11,DF,DF,0,3,2022-10-19,1637
Processo,2022-11-03,,AM,DF,4,3,2022-11-03,1638
Processo,2022-11-03,,AM,DF,4,3,2022-11-03,1639
Processo,2022-08-15,2022-10-23,ES,DF,0,3,2022-08-15,1640
Processo,2022-08-15,2022-10-23,ES,DF,0,3,2022-08-15,1641
Processo,2022-08-15,2022-10-23,ES,DF,0,3,2022-08-15,1642
Processo,2022-10-17,2022-11-23,DF,DF,0,3,2022-10-17,1643
Processo,2022-10-17,2022-11-23,DF,DF,0,3,2022-10-17,1644
Processo,2022-09-28,2022-12-05,DF,DF,0,3,2022-09-28,1645
Processo,2022-10-27,,DF,DF,0,3,2023-01-12,1646
Processo,2022-10-27,,DF,DF,0,3,2023-01-12,1647
Processo,2022-09-17,2023-05-18,DF,DF,0,3,2023-01-12,1648
Processo,2022-09-02,,DF,DF,0,3,2023-06-12,1649
Processo,2022-08-16,2023-06-20,ES,DF,0,3,2022-08-16,1650
Processo,2022-08-16,2023-06-20,ES,DF,0,3,2022-08-16,1651
Processo,2022-10-25,2023-06-23,PR,DF,16,3,2022-10-25,1652
Processo,2022-10-25,2023-06-23,PR,DF,16,3,2022-10-25,1653
Processo,2022-10-25,2023-06-23,PR,DF,16,3,2022-10-25,1654
Processo,2022-10-25,2023-06-23,PR,DF,16,3,2022-10-25,1655
Processo,2022-10-25,2023-06-23,PR,DF,16,3,2022-10-25,1656
Processo,2022-10-25,2023-06-23,PR,DF,16,3,2022-10-25,1657
Processo,2022-12-06,2023-09-08,PE,DF,17,3,2022-12-06,1658
Processo,2022-12-06,2023-09-08,PE,DF,17,3,2022-12-06,1659
Processo,2022-10-20,2023-09-26,DF,DF,0,3,2022-10-20,1660
Processo,2022-10-20,2023-09-26,DF,DF,0,3,2022-10-20,1661
Processo,2022-10-15,2022-11-11,DF,DF,0,3,2022-10-15,1662
Processo,2022-10-15,2022-11-11,DF,DF,0,3,2022-10-15,1663
Processo,2022-09-30,2023-10-05,DF,DF,0,3,2023-01-10,1664
Processo,2022-09-30,2023-10-05,DF,DF,0,3,2023-01-10,1665
Processo,2022-09-30,2023-10-05,DF,DF,0,3,2023-01-10,1666
Processo,2022-09-30,2023-10-05,DF,DF,0,3,2023-01-10,1667
Processo,2022-09-30,2023-10-05,DF,DF,0,3,2023-01-10,1668
Processo,2022-11-06,2023-06-14,PE,DF,17,3,2022-11-06,1669
Processo,2022-11-06,2023-06-14,PE,DF,17,3,2022-11-06,1670
Processo,2022-12-02,,AP,DF,3,3,2022-12-02,1671
Processo,2022-12-02,,AP,DF,3,3,2022-12-02,1672
Processo,2022-12-02,,AP,DF,3,3,2022-12-02,1673
Processo,2022-12-02,,AP,DF,3,3,2022-12-02,1674
Processo,2022-11-17,,PE,DF,17,3,2022-11-17,1675
Processo,2022-09-09,2022-11-04,RN,DF,20,3,2022-09-09,1676
Processo,2022-09-09,2022-11-04,RN,DF,20,3,2022-09-09,1677
Processo,2022-08-27,2023-03-01,DF,DF,0,3,2022-08-27,1678
Processo,2022-08-09,2023-10-19,PA,DF,14,3,2022-08-09,1679
Processo,2022-08-09,2023-10-19,PA,DF,14,3,2022-08-09,1680
Processo,2022-08-09,2023-10-19,PA,DF,14,3,2022-08-09,1681
Processo,2022-09-09,,DF,DF,0,3,2023-08-22,1682
Processo,2022-09-19,2022-11-11,ES,DF,8,3,2022-09-19,1683
Processo,2022-09-19,2022-11-11,ES,DF,8,3,2022-09-19,1684
Processo,2022-10-13,2022-11-19,DF,DF,0,3,2022-10-13,1685
Processo,2022-11-17,,PE,DF,17,3,2022-11-17,1686
Processo,2022-11-17,,PE,DF,17,3,2022-11-17,1687
Processo,2022-10-27,,DF,DF,0,3,2023-01-11,1688
Processo,2022-10-27,,DF,DF,0,3,2023-01-11,1689
Processo,2022-10-27,,DF,DF,0,3,2023-01-11,1690
Processo,2022-10-27,,DF,DF,0,3,2023-01-11,1691
Processo,2022-10-27,,DF,DF,0,3,2023-01-11,1692
Processo,2022-10-27,,DF,DF,0,3,2023-01-11,1693
Processo,2023-02-06,,MA,DF,10,3,2023-02-06,1694
Processo,2023-02-06,,MA,DF,10,3,2023-02-06,1695
Processo,2023-02-06,,MA,DF,10,3,2023-02-06,1696
Processo,2023-02-02,,MA,DF,10,3,2023-02-02,1697
Processo,2023-02-02,,MA,DF,10,3,2023-02-02,1698
Processo,2022-05-17,2022-06-13,DF,DF,5,3,2022-05-17,1699
Processo,2022-05-17,2022-06-13,DF,DF,5,3,2022-05-17,1700
Processo,2022-08-24,,DF,DF,0,3,2023-01-11,1701
Processo,2022-08-24,,DF,DF,0,3,2023-01-11,1702
Processo,2022-08-24,,DF,DF,0,3,2023-01-11,1703
Processo,2022-08-24,,DF,DF,0,3,2023-01-11,1704
Processo,2022-08-24,,DF,DF,0,3,2023-01-11,1705
Processo,2022-08-24,,DF,DF,0,3,2023-01-11,1706
Processo,2022-08-24,,DF,DF,0,3,2023-01-11,1707
Processo,2022-08-24,,DF,DF,0,3,2023-01-11,1708
Processo,2022-08-24,,DF,DF,0,3,2023-01-11,1709
Processo,2022-08-24,,DF,DF,0,3,2023-01-11,1710
Processo,2022-10-06,,DF,DF,0,3,2023-01-10,1711
Processo,2022-10-06,,DF,DF,0,3,2023-01-10,1712
Processo,2022-10-18,,DF,DF,0,3,2023-01-11,1713
Processo,2022-10-18,,DF,DF,0,3,2023-01-11,1714
Processo,2022-10-18,,DF,DF,0,3,2023-01-11,1715
Processo,2022-10-10,2023-04-13,RR,DF,23,3,2022-10-10,1716
Processo,2023-04-12,,ES,DF,8,3,2023-04-12,1717
Processo,2023-04-12,,ES,DF,8,3,2023-04-12,1718
Processo,2023-01-30,2023-03-21,PE,DF,17,3,2023-01-30,1719
Processo,2023-01-30,2023-03-21,PE,DF,17,3,2023-01-30,1720
Processo,2022-10-19,2022-11-11,DF,DF,0,3,2022-10-19,1721
Processo,2022-10-19,2022-11-11,DF,DF,0,3,2022-10-19,1722
Processo,2023-01-27,2023-05-17,MA,DF,10,3,2023-01-27,1723
Processo,2023-01-27,2023-05-17,MA,DF,10,3,2023-01-27,1724
Processo,2022-09-13,2022-11-09,RJ,DF,19,3,2022-09-13,1725
Processo,2022-09-13,2022-11-09,RJ,DF,19,3,2022-09-13,1726
Processo,2022-09-13,2022-11-09,RJ,DF,19,3,2022-09-13,1727
Processo,2022-09-13,2022-11-09,RJ,DF,19,3,2022-09-13,1728
Processo,2022-09-20,,DF,DF,0,3,2022-09-20,1729
Processo,2022-09-20,,DF,DF,0,3,2022-09-20,1730
Processo,2022-08-03,2023-04-28,SP,DF,0,3,2022-08-03,1731
Processo,2022-08-03,2023-04-28,SP,DF,0,3,2022-08-03,1732
Processo,2022-08-03,2023-04-28,SP,DF,0,3,2022-08-03,1733
Processo,2022-08-03,2023-04-28,SP,DF,0,3,2022-08-03,1734
Processo,2022-08-03,2023-04-28,SP,DF,0,3,2022-08-03,1735
Processo,2022-08-03,2023-04-28,SP,DF,0,3,2022-08-03,1736
Processo,2022-08-03,2023-04-28,SP,DF,0,3,2022-08-03,1737
Processo,2022-09-03,2023-09-15,DF,DF,0,3,2022-09-03,1738
Processo,2022-09-03,2023-09-15,DF,DF,0,3,2022-09-03,1739
Processo,2022-09-03,2023-09-15,DF,DF,0,3,2022-09-03,1740
Processo,2022-09-21,2022-10-13,RS,DF,21,3,2022-09-22,1741
Processo,2022-09-21,2022-10-13,RS,DF,21,3,2022-09-22,1742
Processo,2022-09-21,2022-10-13,RS,DF,21,3,2022-09-22,1743
Processo,2022-09-05,2022-10-03,RJ,DF,19,3,2022-09-05,1744
