DS_IDENTIFICACAO_RECURSO,DT_AUTUACAO,DT_BAIXA,SG_UF_TRIBUNAL_ORIGEM,SG_UF_TRIBUNAL,NR_INSTANCIA_ORIGEM,NR_INSTANCIA,DT_DISTRIBUICAO,id_recurso
Processo,2022-08-06,2022-10-10,DF,DF,0,3,2022-08-06,1
Processo,2022-08-06,2022-10-10,DF,DF,0,3,2022-08-06,2
Processo,2022-08-06,2022-10-10,DF,DF,0,3,2022-08-06,3
Processo,2022-08-06,2022-10-10,DF,DF,0,3,2022-08-06,4
Processo,2022-08-06,2022-10-10,DF,DF,0,3,2022-08-06,5
Processo,2022-08-06,2022-10-10,DF,DF,0,3,2022-08-06,6
Processo,2023-03-29,,ES,DF,8,3,2023-03-29,7
Processo,2023-03-29,,ES,DF,8,3,2023-03-29,8
Processo,2023-03-28,,AP,DF,0,3,2023-03-28,9
Processo,2023-03-28,,AP,DF,0,3,2023-03-28,10
Processo,2023-04-20,,CE,DF,6,3,2023-04-20,11
Processo,2023-04-20,,CE,DF,6,3,2023-04-20,12
Processo,2023-04-12,,ES,DF,8,3,2023-04-12,13
Processo,2023-04-12,,ES,DF,8,3,2023-04-12,14
Processo,2022-10-19,,DF,DF,0,3,2022-10-19,15
Processo,2022-07-25,,DF,DF,0,3,2023-03-17,16
Processo,2022-07-25,,DF,DF,0,3,2023-03-17,17
Processo,2022-10-17,2022-11-21,DF,DF,0,3,2022-10-17,18
Processo,2022-10-17,2022-11-21,DF,DF,0,3,2022-10-17,19
Processo,2023-05-19,2023-10-03,GO,DF,9,3,2023-05-19,20
Processo,2023-05-19,2023-10-03,GO,DF,9,3,2023-05-19,21
Processo,2023-05-19,2023-10-03,GO,DF,9,3,2023-05-19,22
Processo,2022-08-01,2022-10-10,DF,DF,0,3,2022-08-01,23
Processo,2022-08-01,2022-10-10,DF,DF,0,3,2022-08-01,24
Processo,2022-08-01,2022-10-10,DF,DF,0,3,2022-08-01,25
Processo,2022-08-01,2022-10-10,DF,DF,0,3,2022-08-01,26
Processo,2022-08-01,2022-10-10,DF,DF,0,3,2022-08-01,27
Processo,2022-10-06,2022-11-23,DF,DF,0,3,2022-10-06,28
Processo,2022-10-06,2022-11-23,DF,DF,0,3,2022-10-06,29
Processo,2022-09-06,2022-11-11,DF,DF,0,3,2022-09-06,30
Processo,2022-09-06,2022-11-11,DF,DF,0,3,2022-09-06,31
Processo,2022-10-09,2023-02-02,MG,DF,13,3,2022-10-09,32
Processo,2022-10-09,2023-02-02,MG,DF,13,3,2022-10-09,33
Processo,2022-09-02,2022-11-11,DF,DF,0,3,2022-09-07,34
Processo,2022-09-02,2022-11-11,DF,DF,0,3,2022-09-07,35
Processo,2022-10-10,2022-12-14,SP,DF,26,3,2022-10-10,36
Processo,2022-09-23,,DF,DF,0,3,2023-03-20,37
Processo,2022-09-23,,DF,DF,0,3,2023-03-20,38
Processo,2022-09-23,,DF,DF,0,3,2023-03-20,39
Processo,2022-09-23,,DF,DF,0,3,2023-03-20,40
Processo,2022-12-05,,MG,DF,13,3,2022-12-05,41
Processo,2022-12-05,,MG,DF,13,3,2022-12-05,42
Processo,2022-08-19,,DF,DF,0,3,2022-08-19,43
Processo,2022-08-19,,DF,DF,0,3,2022-08-19,44
Processo,2022-08-19,,DF,DF,0,3,2022-08-19,45
Processo,2022-08-19,,DF,DF,0,3,2022-08-19,46
Processo,2022-08-19,,DF,DF,0,3,2022-08-19,47
Processo,2022-08-19,,DF,DF,0,3,2022-08-19,48
Processo,2022-08-19,,DF,DF,0,3,2022-08-19,49
Processo,2022-08-19,,DF,DF,0,3,2022-08-19,50
Processo,2022-08-19,,DF,DF,0,3,2022-08-19,51
Processo,2022-09-18,,DF,DF,0,3,2022-09-18,52
Processo,2023-04-18,2023-11-06,SP,DF,26,3,2023-04-18,53
Processo,2023-04-18,2023-11-06,SP,DF,26,3,2023-04-18,54
Processo,2023-04-18,2023-11-06,SP,DF,26,3,2023-04-18,55
Processo,2023-02-06,2023-05-18,CE,DF,6,3,2023-02-06,56
Processo,2023-02-06,2023-05-18,CE,DF,6,3,2023-02-06,57
Processo,2022-09-14,2022-10-19,PR,DF,0,3,2022-09-14,58
Processo,2023-04-18,,RN,DF,20,3,2023-04-18,59
Processo,2023-04-18,,RN,DF,20,3,2023-04-18,60
Processo,2022-10-24,2022-11-03,DF,DF,0,3,2022-10-24,61
Processo,2022-11-21,2022-12-13,DF,DF,4,3,2022-11-21,62
Processo,2022-10-22,2023-02-27,PR,DF,16,3,2022-10-22,63
Processo,2022-10-01,2022-12-13,PB,DF,15,3,2022-10-01,64
Processo,2022-10-01,2022-12-13,PB,DF,15,3,2022-10-01,65
Processo,2023-03-15,2023-08-29,MT,DF,11,3,2023-03-15,66
Processo,2023-03-15,2023-08-29,MT,DF,11,3,2023-03-15,67
Processo,2023-03-15,2023-08-29,MT,DF,11,3,2023-03-15,68
Processo,2022-10-26,2022-11-15,DF,DF,0,3,2022-10-26,69
Processo,2022-08-31,2023-05-30,SP,DF,26,3,2022-08-31,70
Processo,2022-08-31,2023-05-30,SP,DF,26,3,2022-08-31,71
Processo,2022-08-31,2023-05-30,SP,DF,26,3,2022-08-31,72
Processo,2022-08-31,2023-05-30,SP,DF,26,3,2022-08-31,73
Processo,2023-03-17,,SP,DF,26,3,2023-03-20,74
Processo,2023-03-17,,SP,DF,26,3,2023-03-20,75
Processo,2022-10-15,2022-11-10,DF,DF,0,3,2022-10-15,76
Processo,2022-10-15,2022-11-10,DF,DF,0,3,2022-10-15,77
Processo,2022-07-07,2022-10-24,DF,DF,19,3,2022-07-07,78
Processo,2022-09-14,2023-09-21,SP,DF,26,3,2022-09-14,79
Processo,2022-09-14,2023-09-21,SP,DF,26,3,2022-09-14,80
Processo,2022-09-14,2023-09-21,SP,DF,26,3,2022-09-14,81
Processo,2022-11-28,,RO,DF,22,3,2022-11-28,82
Processo,2022-09-26,,RJ,DF,19,3,2022-09-26,83
Processo,2022-09-26,,RJ,DF,19,3,2022-09-26,84
Processo,2022-09-26,,RJ,DF,19,3,2022-09-26,85
Processo,2022-09-26,,RJ,DF,19,3,2022-09-26,86
Processo,2022-10-23,2022-11-17,DF,DF,0,3,2022-10-23,87
Processo,2022-06-30,2023-03-14,DF,DF,0,3,2022-06-30,88
Processo,2022-06-30,2023-03-14,DF,DF,0,3,2022-06-30,89
Processo,2022-06-30,2023-03-14,DF,DF,0,3,2022-06-30,90
Processo,2022-06-30,2023-03-14,DF,DF,0,3,2022-06-30,91
Processo,2022-09-14,2022-11-09,SP,DF,26,3,2022-09-14,92
Processo,2022-09-14,2022-11-09,SP,DF,26,3,2022-09-14,93
Processo,2022-09-14,2022-11-09,SP,DF,26,3,2022-09-14,94
Processo,2022-10-09,2022-11-11,DF,DF,0,3,2022-10-09,95
Processo,2022-09-14,,SP,DF,26,3,2022-09-14,96
Processo,2022-09-14,,SP,DF,26,3,2022-09-14,97
Processo,2022-09-14,,SP,DF,26,3,2022-09-14,98
Processo,2022-09-06,2022-10-02,DF,DF,0,3,2022-09-07,99
Processo,2022-10-23,2022-11-17,DF,DF,0,3,2022-10-23,100
Processo,2022-09-18,2022-11-10,DF,DF,0,3,2022-09-18,101
Processo,2022-09-18,2022-11-10,DF,DF,0,3,2022-09-18,102
Processo,2022-09-18,2023-05-04,AP,DF,0,3,2022-09-18,103
Processo,2022-09-18,2023-05-04,AP,DF,0,3,2022-09-18,104
Processo,2022-09-18,2023-05-04,AP,DF,0,3,2022-09-18,105
Processo,2022-09-06,2022-10-07,ES,DF,8,3,2022-09-06,106
Processo,2022-09-06,2022-10-07,ES,DF,8,3,2022-09-06,107
Processo,2023-02-02,2023-09-15,MA,DF,10,3,2023-02-02,108
Processo,2023-02-02,2023-09-15,MA,DF,10,3,2023-02-02,109
Processo,2022-10-14,2023-09-15,DF,DF,0,3,2022-10-14,110
Processo,2022-10-14,2023-09-15,DF,DF,0,3,2022-10-14,111
Processo,2022-10-14,2023-09-15,DF,DF,0,3,2022-10-14,112
Processo,2023-02-02,2023-08-09,MS,DF,12,3,2023-02-06,113
Processo,2023-02-02,2023-08-09,MS,DF,12,3,2023-02-06,114
Processo,2022-12-12,2023-08-28,DF,DF,0,3,2022-12-12,115
Processo,2022-12-13,,AC,DF,1,3,2022-12-13,116
Processo,2022-12-13,,AC,DF,1,3,2022-12-13,117
Processo,2022-12-13,,AC,DF,1,3,2022-12-13,118
Processo,2022-12-13,,AC,DF,1,3,2022-12-13,119
Processo,2022-10-04,,DF,DF,0,3,2023-01-11,120
Processo,2022-10-04,,DF,DF,0,3,2023-01-11,121
Processo,2022-10-04,,DF,DF,0,3,2023-01-11,122
Processo,2022-01-25,2022-03-15,DF,DF,0,3,2022-01-25,123
Processo,2022-01-25,2022-03-15,DF,DF,0,3,2022-01-25,124
Processo,2022-09-19,2022-11-12,SP,DF,26,3,2022-09-19,125
Processo,2022-11-17,2023-10-19,RR,DF,23,3,2022-11-17,126
Processo,2022-11-17,2023-10-19,RR,DF,23,3,2022-11-17,127
Processo,2022-11-17,2023-10-19,RR,DF,23,3,2022-11-17,128
Processo,2022-11-17,2023-10-19,RR,DF,23,3,2022-11-17,129
Processo,2022-11-17,2023-10-19,RR,DF,23,3,2022-11-17,130
Processo,2022-11-17,2023-10-19,RR,DF,23,3,2022-11-17,131
Processo,2022-11-17,2023-10-19,RR,DF,23,3,2022-11-17,132
Processo,2022-11-17,2023-10-19,RR,DF,23,3,2022-11-17,133
Processo,2022-09-15,2023-10-16,BA,DF,0,3,2022-09-15,134
Processo,2022-09-15,2023-10-16,BA,DF,0,3,2022-09-15,135
Processo,2022-09-15,2023-10-16,BA,DF,0,3,2022-09-15,136
Processo,2022-09-15,2023-10-16,BA,DF,0,3,2022-09-15,137
Processo,2023-02-09,2023-10-19,MA,DF,10,3,2023-02-09,138
Processo,2023-02-09,2023-10-19,MA,DF,10,3,2023-02-09,139
Processo,2022-10-12,2023-03-31,DF,DF,0,3,2023-01-10,140
Processo,2022-09-20,2022-11-27,RJ,DF,19,3,2022-09-20,141
Processo,2022-09-20,2022-11-27,RJ,DF,19,3,2022-09-20,142
Processo,2022-09-20,2022-11-27,RJ,DF,19,3,2022-09-20,143
Processo,2022-09-20,2022-11-27,RJ,DF,19,3,2022-09-20,144
Processo,2022-09-20,2022-10-14,MS,DF,0,3,2022-09-20,145
Processo,2022-09-20,2022-10-14,MS,DF,0,3,2022-09-20,146
Processo,2023-02-10,2023-08-04,TO,DF,27,3,2023-02-10,147
Processo,2023-02-10,2023-08-04,TO,DF,27,3,2023-02-10,148
Processo,2022-09-21,2022-11-21,SP,DF,26,3,2022-09-21,149
Processo,2022-09-21,2022-11-21,SP,DF,26,3,2022-09-21,150
Processo,2022-09-21,2022-11-21,SP,DF,26,3,2022-09-21,151
Processo,2022-09-21,2022-11-21,SP,DF,26,3,2022-09-21,152
Processo,2022-10-21,2023-06-12,RS,DF,21,3,2022-10-21,153
Processo,2022-10-21,2023-06-12,RS,DF,21,3,2022-10-21,154
Processo,2022-05-23,2023-05-18,DF,DF,0,3,2023-03-16,155
Processo,2022-05-23,2023-05-18,DF,DF,0,3,2023-03-16,156
Processo,2022-10-16,2022-11-03,DF,DF,0,3,2022-10-16,157
Processo,2023-01-28,2023-05-26,GO,DF,9,3,2023-01-28,158
Processo,2023-01-28,2023-05-26,GO,DF,9,3,2023-01-28,159
Processo,2022-09-24,2022-11-16,MA,DF,10,3,2022-09-24,160
Processo,2022-09-28,2023-02-28,DF,DF,0,3,2022-09-28,161
Processo,2022-09-28,2023-02-28,DF,DF,0,3,2022-09-28,162
Processo,2022-09-14,2022-10-20,MA,DF,10,3,2022-09-14,163
Processo,2022-09-14,2022-10-20,MA,DF,10,3,2022-09-14,164
Processo,2022-09-24,2022-10-09,GO,DF,0,3,2022-09-24,165
Processo,2022-09-24,2022-10-09,GO,DF,0,3,2022-09-24,166
Processo,2022-09-24,2022-10-09,GO,DF,0,3,2022-09-24,167
Processo,2023-05-11,2023-10-04,SP,DF,26,3,2023-05-11,168
Processo,2023-05-11,2023-10-04,SP,DF,26,3,2023-05-11,169
Processo,2022-09-14,2022-10-13,DF,DF,0,3,2022-09-14,170
Processo,2022-09-14,2022-10-13,DF,DF,0,3,2022-09-14,171
Processo,2022-10-05,2022-12-13,PB,DF,15,3,2022-10-05,172
Processo,2022-10-05,2022-12-13,PB,DF,15,3,2022-10-05,173
Processo,2022-10-24,2022-11-16,DF,DF,0,3,2022-10-24,174
Processo,2022-10-22,2022-11-27,DF,DF,0,3,2022-10-22,175
Processo,2022-10-10,2022-12-19,SP,DF,26,3,2022-10-10,176
Processo,2022-11-12,2023-08-10,RR,DF,23,3,2022-11-12,177
Processo,2022-11-12,2023-08-10,RR,DF,23,3,2022-11-12,178
Processo,2022-11-12,2023-08-10,RR,DF,23,3,2022-11-12,179
Processo,2022-11-12,2023-08-10,RR,DF,23,3,2022-11-12,180
Processo,2022-09-21,2023-05-23,MA,DF,10,3,2022-09-21,181
Processo,2022-09-21,2023-05-23,MA,DF,10,3,2022-09-21,182
Processo,2022-11-27,2023-05-18,MS,DF,12,3,2022-11-27,183
Processo,2022-11-27,2023-05-18,MS,DF,12,3,2022-11-27,184
Processo,2022-10-18,2022-11-11,DF,DF,0,3,2022-10-18,185
Processo,2022-10-18,2022-11-11,DF,DF,0,3,2022-10-18,186
Processo,2022-09-26,2022-11-09,RR,DF,23,3,2022-09-26,187
Processo,2022-09-26,2022-11-09,RR,DF,23,3,2022-09-26,188
Processo,2022-09-26,2022-11-09,RR,DF,23,3,2022-09-26,189
Processo,2022-09-26,2022-11-09,RR,DF,23,3,2022-09-26,190
Processo,2023-02-02,2023-09-05,MA,DF,10,3,2023-02-06,191
Processo,2023-02-02,2023-09-05,MA,DF,10,3,2023-02-06,192
Processo,2022-10-05,2022-11-08,SP,DF,26,3,2022-10-05,193
Processo,2022-10-20,2022-11-15,DF,DF,0,3,2022-10-20,194
Processo,2022-10-20,2022-11-15,DF,DF,0,3,2022-10-20,195
Processo,2022-09-26,2023-02-27,RJ,DF,19,3,2022-09-26,196
Processo,2022-09-23,2022-11-29,AM,DF,4,3,2022-09-23,197
Processo,2022-09-23,2022-11-29,AM,DF,4,3,2022-09-23,198
Processo,2022-07-19,2023-05-24,DF,DF,0,3,2022-07-19,199
Processo,2022-07-19,2023-05-24,DF,DF,0,3,2022-07-19,200
Processo,2022-07-19,2023-05-24,DF,DF,0,3,2022-07-19,201
Processo,2022-07-19,2023-05-24,DF,DF,0,3,2022-07-19,202
Processo,2022-07-19,2023-05-24,DF,DF,0,3,2022-07-19,203
Processo,2022-07-19,2023-05-24,DF,DF,0,3,2022-07-19,204
Processo,2023-02-06,2023-09-08,MA,DF,10,3,2023-02-06,205
Processo,2023-02-06,2023-09-08,MA,DF,10,3,2023-02-06,206
Processo,2022-09-29,2023-02-24,DF,DF,0,3,2022-09-29,207
Processo,2022-09-29,2023-02-24,DF,DF,0,3,2022-09-29,208
Processo,2022-09-29,2023-02-24,DF,DF,0,3,2022-09-29,209
Processo,2022-09-29,2023-02-24,DF,DF,0,3,2022-09-29,210
Processo,2022-08-03,2023-03-09,RO,DF,0,3,2022-08-03,211
Processo,2022-08-03,2023-03-09,RO,DF,0,3,2022-08-03,212
Processo,2022-08-08,2022-10-08,DF,DF,0,3,2022-09-07,213
Processo,2022-09-26,2022-11-05,RJ,DF,19,3,2022-09-26,214
Processo,2022-11-02,2022-12-01,DF,DF,5,3,2022-11-02,215
Processo,2022-11-02,2022-12-01,DF,DF,5,3,2022-11-02,216
Processo,2022-09-26,2023-07-24,RJ,DF,19,3,2022-09-26,217
Processo,2022-09-26,2023-07-24,RJ,DF,19,3,2022-09-26,218
Processo,2022-09-26,2023-07-24,RJ,DF,19,3,2022-09-26,219
Processo,2022-09-26,2023-07-24,RJ,DF,19,3,2022-09-26,220
Processo,2022-09-26,2023-07-24,RJ,DF,19,3,2022-09-26,221
Processo,2022-11-17,2023-03-09,MG,DF,13,3,2022-11-17,222
Processo,2022-11-17,2023-03-09,MG,DF,13,3,2022-11-17,223
Processo,2022-04-24,,DF,DF,0,3,2023-03-20,224
Processo,2022-04-24,,DF,DF,0,3,2023-03-20,225
Processo,2022-04-24,,DF,DF,0,3,2023-03-20,226
Processo,2023-02-14,,BA,DF,5,3,2023-02-14,227
Processo,2023-02-14,,BA,DF,5,3,2023-02-14,228
Processo,2023-02-14,,BA,DF,5,3,2023-02-14,229
Processo,2023-02-14,,BA,DF,5,3,2023-02-14,230
Processo,2023-02-14,,BA,DF,5,3,2023-02-14,231
Processo,2022-09-23,2023-03-29,DF,DF,0,3,2022-09-23,232
Processo,2023-02-16,,GO,DF,9,3,2023-02-16,233
Processo,2023-02-16,,GO,DF,9,3,2023-02-16,234
Processo,2022-09-27,2023-02-24,SP,DF,26,3,2022-09-27,235
Processo,2022-09-27,2023-02-24,SP,DF,26,3,2022-09-27,236
Processo,2022-09-19,2023-02-07,RN,DF,20,3,2022-09-19,237
Processo,2022-09-19,2023-02-07,RN,DF,20,3,2022-09-19,238
Processo,2022-09-16,2023-02-09,PE,DF,17,3,2022-09-16,239
Processo,2022-09-16,2023-02-09,PE,DF,17,3,2022-09-16,240
Processo,2022-08-29,2022-10-21,DF,DF,0,3,2022-08-29,241
Processo,2022-08-29,2022-10-21,DF,DF,0,3,2022-08-29,242
Processo,2022-10-23,2022-11-20,DF,DF,0,3,2022-10-23,243
Processo,2023-04-13,,RJ,DF,19,3,2023-04-13,244
Processo,2023-03-20,,CE,DF,6,3,2023-03-20,245
Processo,2023-03-20,,CE,DF,6,3,2023-03-20,246
Processo,2023-04-27,,ES,DF,8,3,2023-04-27,247
Processo,2023-04-27,,ES,DF,8,3,2023-04-27,248
Processo,2023-04-04,,GO,DF,9,3,2023-04-04,249
Processo,2023-04-04,,GO,DF,9,3,2023-04-04,250
Processo,2022-09-14,2022-09-25,AC,DF,1,3,2022-09-14,251
Processo,2022-09-14,2022-09-25,AC,DF,1,3,2022-09-14,252
Processo,2022-09-14,2022-09-25,AC,DF,1,3,2022-09-14,253
Processo,2022-10-04,,DF,DF,0,3,2023-01-12,254
Processo,2022-09-19,2023-02-27,GO,DF,9,3,2022-09-19,255
Processo,2022-11-04,2022-12-20,SP,DF,26,3,2022-11-04,256
Processo,2022-11-04,2022-12-20,SP,DF,26,3,2022-11-04,257
Processo,2022-11-04,2022-12-20,SP,DF,26,3,2022-11-04,258
Processo,2022-11-04,2022-12-20,SP,DF,26,3,2022-11-04,259
Processo,2022-10-14,2022-11-21,DF,DF,0,3,2022-10-15,260
Processo,2022-10-14,2022-11-21,DF,DF,0,3,2022-10-15,261
Processo,2022-10-14,2022-11-21,DF,DF,0,3,2022-10-15,262
Processo,2022-09-18,2022-12-16,DF,DF,0,3,2022-09-18,263
Processo,2022-09-18,2022-12-16,DF,DF,0,3,2022-09-18,264
Processo,2022-09-05,2022-10-03,RJ,DF,19,3,2022-09-05,265
Processo,2022-09-05,2022-10-03,RJ,DF,19,3,2022-09-05,266
Processo,2022-12-07,2023-04-19,GO,DF,9,3,2022-12-07,267
Processo,2022-12-07,2023-04-19,GO,DF,9,3,2022-12-07,268
Processo,2022-10-11,,DF,DF,0,3,2023-01-11,269
Processo,2023-07-13,2023-08-09,GO,DF,0,3,2023-07-13,270
Processo,2022-10-11,2022-11-27,DF,DF,0,3,2022-10-11,271
Processo,2022-08-11,2023-05-05,DF,DF,0,3,2023-01-11,272
Processo,2022-08-11,2023-05-05,DF,DF,0,3,2023-01-11,273
Processo,2022-08-11,2023-05-05,DF,DF,0,3,2023-01-11,274
Processo,2022-08-11,2023-05-05,DF,DF,0,3,2023-01-11,275
Processo,2023-05-18,,CE,DF,6,3,2023-05-18,276
Processo,2023-05-18,,CE,DF,6,3,2023-05-18,277
Processo,2022-10-05,,DF,DF,0,3,2023-01-11,278
Processo,2022-10-05,,DF,DF,0,3,2023-01-11,279
Processo,2022-10-05,,DF,DF,0,3,2023-01-11,280
Processo,2023-01-31,,TO,DF,27,3,2023-02-01,281
Processo,2023-01-31,,TO,DF,27,3,2023-02-01,282
Processo,2023-01-31,,TO,DF,27,3,2023-02-01,283
Processo,2023-01-31,,TO,DF,27,3,2023-02-01,284
Processo,2023-08-31,,RN,DF,20,3,2023-08-31,285
Processo,2022-08-04,2023-05-08,DF,DF,0,3,2022-08-04,286
Processo,2022-08-04,2023-05-08,DF,DF,0,3,2022-08-04,287
Processo,2022-08-04,2023-05-08,DF,DF,0,3,2022-08-04,288
Processo,2023-06-02,,PR,DF,16,3,2023-06-02,289
Processo,2023-06-02,,PR,DF,16,3,2023-06-02,290
Processo,2022-09-21,2022-10-13,RS,DF,21,3,2022-09-22,291
Processo,2022-09-21,2022-10-13,RS,DF,21,3,2022-09-22,292
Processo,2022-09-21,2022-10-13,RS,DF,21,3,2022-09-22,293
Processo,2023-04-14,2023-09-14,RJ,DF,19,3,2023-04-14,294
Processo,2023-04-14,2023-09-14,RJ,DF,19,3,2023-04-14,295
Processo,2023-07-11,2023-10-20,PE,DF,17,3,2023-07-11,296
Processo,2023-07-11,2023-10-20,PE,DF,17,3,2023-07-11,297
Processo,2022-10-08,,DF,DF,0,3,2023-01-11,298
Processo,2022-09-19,,DF,DF,0,3,2023-03-16,299
Processo,2022-09-14,2023-10-27,AM,DF,0,3,2022-09-14,300
Processo,2022-09-14,2023-10-27,AM,DF,0,3,2022-09-14,301
Processo,2022-09-14,2023-10-27,AM,DF,0,3,2022-09-14,302
Processo,2022-09-14,2023-10-27,AM,DF,0,3,2022-09-14,303
Processo,2022-09-14,2023-10-27,AM,DF,0,3,2022-09-14,304
Processo,2022-09-14,2023-10-27,AM,DF,0,3,2022-09-14,305
Processo,2022-09-14,2023-10-27,AM,DF,0,3,2022-09-14,306
Processo,2022-10-28,,DF,DF,0,3,2023-03-22,307
Processo,2023-07-13,,PA,DF,14,3,2023-07-13,308
Processo,2023-07-13,,PA,DF,14,3,2023-07-13,309
Processo,2023-07-13,,PA,DF,14,3,2023-07-13,310
Processo,2023-07-13,,PA,DF,14,3,2023-07-13,311
Processo,2022-10-16,,DF,DF,0,3,2022-10-16,312
Processo,2022-10-16,,DF,DF,0,3,2022-10-16,313
Processo,2022-10-16,,DF,DF,0,3,2022-10-16,314
Processo,2022-10-16,,DF,DF,0,3,2022-10-16,315
Processo,2022-10-16,,DF,DF,0,3,2022-10-16,316
Processo,2022-10-16,,DF,DF,0,3,2022-10-16,317
Processo,2022-10-16,,DF,DF,0,3,2022-10-16,318
Processo,2022-10-16,,DF,DF,0,3,2022-10-16,319
Processo,2022-10-16,,DF,DF,0,3,2022-10-16,320
Processo,2022-10-16,,DF,DF,0,3,2022-10-16,321
Processo,2022-10-16,,DF,DF,0,3,2022-10-16,322
Processo,2022-10-16,,DF,DF,0,3,2022-10-16,323
Processo,2022-09-06,2022-11-11,MG,DF,13,3,2022-09-06,324
Processo,2022-09-06,2022-11-11,MG,DF,13,3,2022-09-06,325
Processo,2023-03-14,,RR,DF,23,3,2023-03-14,326
Processo,2023-03-14,,RR,DF,23,3,2023-03-14,327
Processo,2022-09-09,,DF,DF,0,3,2023-01-11,328
Processo,2023-08-10,,ES,DF,8,3,2023-08-10,329
Processo,2022-08-24,2022-10-18,DF,DF,0,3,2022-08-24,330
Processo,2022-08-24,2022-10-18,DF,DF,0,3,2022-08-24,331
Processo,2022-08-24,2022-10-18,DF,DF,0,3,2022-08-24,332
Processo,2022-08-24,2022-10-18,DF,DF,0,3,2022-08-24,333
Processo,2022-08-24,2022-10-18,DF,DF,0,3,2022-08-24,334
Processo,2023-04-21,2023-10-10,DF,DF,0,3,2023-04-24,335
Processo,2023-04-21,2023-10-10,DF,DF,0,3,2023-04-24,336
Processo,2023-04-21,2023-10-10,DF,DF,0,3,2023-04-24,337
Processo,2023-04-21,2023-10-10,DF,DF,0,3,2023-04-24,338
Processo,2023-07-11,,CE,DF,6,3,2023-07-11,339
Processo,2022-09-11,,DF,DF,0,3,2023-03-16,340
Processo,2022-09-11,,DF,DF,0,3,2023-03-16,341
Processo,2022-08-31,2022-10-17,SP,DF,26,3,2022-08-31,342
Processo,2022-08-31,2022-10-17,SP,DF,26,3,2022-08-31,343
Processo,2022-08-31,2022-10-17,SP,DF,26,3,2022-08-31,344
Processo,2022-10-19,,DF,DF,0,3,2022-10-20,345
Processo,2022-12-01,,DF,DF,7,3,2022-12-01,346
Processo,2022-12-01,,DF,DF,7,3,2022-12-01,347
Processo,2022-01-15,,DF,DF,0,3,2022-01-15,348
Processo,2022-01-15,,DF,DF,0,3,2022-01-15,349
Processo,2023-03-02,,MT,DF,11,3,2023-03-02,350
Processo,2023-03-02,,MT,DF,11,3,2023-03-02,351
Processo,2022-08-04,,DF,DF,0,3,2023-03-17,352
Processo,2022-08-04,,DF,DF,0,3,2023-03-17,353
Processo,2023-04-06,,RJ,DF,0,3,2023-04-06,354
Processo,2022-08-04,,DF,DF,0,3,2023-05-10,355
Processo,2022-08-04,,DF,DF,0,3,2023-05-10,356
Processo,2023-02-03,2023-05-15,SP,DF,0,3,2023-02-06,357
Processo,2023-02-03,2023-05-15,SP,DF,0,3,2023-02-06,358
Processo,2022-09-05,2022-10-22,SP,DF,26,3,2022-09-05,359
Processo,2022-09-05,2022-10-22,SP,DF,26,3,2022-09-05,360
Processo,2022-09-05,2022-10-22,SP,DF,26,3,2022-09-05,361
Processo,2022-03-26,2022-03-31,DF,DF,0,3,2022-03-26,362
Processo,2022-03-26,2022-03-31,DF,DF,0,3,2022-03-26,363
Processo,2022-03-26,2022-03-31,DF,DF,0,3,2022-03-26,364
Processo,2022-09-01,2022-11-13,AP,DF,0,3,2022-09-01,365
Processo,2022-09-01,2022-11-13,AP,DF,0,3,2022-09-01,366
Processo,2023-03-02,2023-10-05,SP,DF,0,3,2023-03-02,367
Processo,2023-03-02,2023-10-05,SP,DF,0,3,2023-03-02,368
Processo,2023-03-02,2023-10-05,SP,DF,0,3,2023-03-02,369
Processo,2023-03-02,2023-10-05,SP,DF,0,3,2023-03-02,370
Processo,2023-03-02,2023-10-05,SP,DF,0,3,2023-03-02,371
Processo,2023-02-17,2023-10-19,GO,DF,9,3,2023-02-17,372
Processo,2023-02-17,2023-10-19,GO,DF,9,3,2023-02-17,373
Processo,2023-03-07,,AM,DF,4,3,2023-03-07,374
Processo,2023-03-07,,AM,DF,4,3,2023-03-07,375
Processo,2022-11-20,2023-10-02,SE,DF,25,3,2022-11-20,376
Processo,2022-09-06,2022-11-14,DF,DF,0,3,2022-09-06,377
Processo,2022-09-18,2022-10-06,DF,DF,0,3,2022-09-19,378
Processo,2022-11-11,2023-03-06,MG,DF,13,3,2022-11-11,379
Processo,2022-11-11,2023-03-06,MG,DF,13,3,2022-11-11,380
Processo,2022-09-28,2022-11-04,AP,DF,3,3,2022-09-28,381
Processo,2022-09-28,2022-11-04,AP,DF,3,3,2022-09-28,382
Processo,2022-09-28,,DF,DF,0,3,2023-01-11,383
Processo,2022-09-28,,DF,DF,0,3,2023-01-11,384
Processo,2022-08-24,,DF,DF,0,3,2023-01-12,385
Processo,2022-08-24,,DF,DF,0,3,2023-01-12,386
Processo,2022-08-24,,DF,DF,0,3,2023-01-12,387
Processo,2022-08-24,,DF,DF,0,3,2023-01-12,388
Processo,2022-08-24,,DF,DF,0,3,2023-01-11,389
Processo,2022-08-24,,DF,DF,0,3,2023-01-11,390
Processo,2022-08-24,,DF,DF,0,3,2023-01-11,391
Processo,2022-09-06,2022-09-21,MS,DF,12,3,2022-09-06,392
Processo,2022-09-06,2022-09-21,MS,DF,12,3,2022-09-06,393
Processo,2022-09-10,,DF,DF,0,3,2023-03-16,394
Processo,2022-09-10,,DF,DF,0,3,2023-03-16,395
