DT_GERACAO;HH_GERACAO;ANO_ELEICAO;DS_IDENTIFICACAO_RECURSO;NR_RECURSO;DT_AUTUACAO;DT_BAIXA;NR_PROCESSO_ORIGEM;SG_UF_TRIBUNAL_ORIGEM;NR_INSTANCIA_ORIGEM;SG_UF_TRIBUNAL;NR_INSTANCIA;DT_DISTRIBUICAO;CD_TIPO_DISTRIBUICAO;DS_TIPO_DISTRIBUICAO;CD_RELATOR;NM_RELATOR;CD_TIPO_CARGO_RELATOR;DS_TIPO_CARGO_RELATOR;CD_CLASSE;SG_CLASSE;DS_CLASSE;CD_ASSUNTO_PRINCIPAL;DS_ASSUNTO_PRINCIPAL;DS_TIPO_RECURSO;DS_NATUREZA_RECURSO;ST_CONCLUSO;QT_DECISOES;DT_ULTIMA_DECISAO;DS_ULTIMA_DECISAO
03/12/2023;05:04:53;2022;Processo;158204058;18/09/2022;23/11/2022;0601161-21.2022.6.00.0000;DF;0;DF;3;18/09/2022;;;49;Juiz Auxiliar - Ministro Paulo de Tarso Vieira Sanseverino;72;Juiz Auxiliar;12625;DR;DIREITO DE RESPOSTA;11593;Direito de Resposta;Recurso;Interno;0;2;07/nov/22;
03/12/2023;05:04:53;2022;Processo;158095924;18/09/2022;23/11/2022;0601161-21.2022.6.00.0000;DF;0;DF;3;18/09/2022;;;49;Juiz Auxiliar - Ministro Paulo de Tarso Vieira Sanseverino;72;Juiz Auxiliar;12625;DR;DIREITO DE RESPOSTA;11593;Direito de Resposta;Impugnação;Interno;0;2;07/nov/22;
03/12/2023;05:04:53;2022;Processo;158236789;12/10/2022;03/11/2022;0601430-60.2022.6.00.0000;DF;0;DF;3;12/10/2022;;;46;Juíza Auxiliar - Ministra Maria Claudia Bucchianeri;61;Juíz Auxiliar;12625;DR;DIREITO DE RESPOSTA;11593;Direito de Resposta;Impugnação;Interno;0;1;31-OCT-22;
03/12/2023;05:04:53;2022;Processo;158266445;16/10/2022;11/11/2022;0601528-45.2022.6.00.0000;DF;0;DF;3;16/10/2022;;;46;Juíza Auxiliar - Ministra Maria Claudia Bucchianeri;61;Juíz Auxiliar;12625;DR;DIREITO DE RESPOSTA;11593;Direito de Resposta;Embargos de Declaração;Interno;0;4;23-FEB-23;
03/12/2023;05:04:53;2022;Processo;158266446;16/10/2022;11/11/2022;0601528-45.2022.6.00.0000;DF;0;DF;3;16/10/2022;;;46;Juíza Auxiliar - Ministra Maria Claudia Bucchianeri;61;Juíz Auxiliar;12625;DR;DIREITO DE RESPOSTA;11593;Direito de Resposta;Embargos de Declaração;Interno;0;4;23-FEB-23;
03/12/2023;05:04:53;2022;Processo;158231701;10/10/2022;05/12/2022;0601410-69.2022.6.00.0000;DF;0;DF;3;10/10/2022;;;45;Juíza Auxiliar;60;Juíz Auxiliar;12625;DR;DIREITO DE RESPOSTA;11593;Direito de Resposta;Impugnação;Interno;0;0;;
03/12/2023;05:04:53;2022;Processo;159528578;29/09/2022;;0601307-62.2022.6.00.0000;DF;0;DF;3;23/08/2023;;;8;Ministro Floriano de Azevedo Marques;13;Ministro;11541;Rp;REPRESENTAÇÃO;11483;Divulgação de Fatos Inverídicos na Propaganda Eleitoral;Recurso;Interno;1;4;18-MAY-23;
03/12/2023;05:04:53;2022;Processo;159528240;29/09/2022;;0601307-62.2022.6.00.0000;DF;0;DF;3;23/08/2023;;;8;Ministro Floriano de Azevedo Marques;13;Ministro;11541;Rp;REPRESENTAÇÃO;11483;Divulgação de Fatos Inverídicos na Propaganda Eleitoral;Embargos de Declaração;Interno;1;4;18-MAY-23;
03/12/2023;05:04:53;2022;Processo;159528241;29/09/2022;;0601307-62.2022.6.00.0000;DF;0;DF;3;23/08/2023;;;8;Ministro Floriano de Azevedo Marques;13;Ministro;11541;Rp;REPRESENTAÇÃO;11483;Divulgação de Fatos Inverídicos na Propaganda Eleitoral;Embargos de Declaração;Interno;1;4;18-MAY-23;
03/12/2023;05:04:53;2022;Processo;159521025;29/09/2022;;0601307-62.2022.6.00.0000;DF;0;DF;3;23/08/2023;;;8;Ministro Floriano de Azevedo Marques;13;Ministro;11541;Rp;REPRESENTAÇÃO;11483;Divulgação de Fatos Inverídicos na Propaganda Eleitoral;Embargos de Declaração;Interno;1;4;18-MAY-23;
03/12/2023;05:04:53;2022;Processo;159521024;29/09/2022;;0601307-62.2022.6.00.0000;DF;0;DF;3;23/08/2023;;;8;Ministro Floriano de Azevedo Marques;13;Ministro;11541;Rp;REPRESENTAÇÃO;11483;Divulgação de Fatos Inverídicos na Propaganda Eleitoral;Embargos de Declaração;Interno;1;4;18-MAY-23;
03/12/2023;05:04:53;2022;Processo;159490836;29/09/2022;;0601307-62.2022.6.00.0000;DF;0;DF;3;23/08/2023;;;8;Ministro Floriano de Azevedo Marques;13;Ministro;11541;Rp;REPRESENTAÇÃO;11483;Divulgação de Fatos Inverídicos na Propaganda Eleitoral;Embargos de Declaração;Interno;1;4;18-MAY-23;
03/12/2023;05:04:53;2022;Processo;159490837;29/09/2022;;0601307-62.2022.6.00.0000;DF;0;DF;3;23/08/2023;;;8;Ministro Floriano de Azevedo Marques;13;Ministro;11541;Rp;REPRESENTAÇÃO;11483;Divulgação de Fatos Inverídicos na Propaganda Eleitoral;Embargos de Declaração;Interno;1;4;18-MAY-23;
03/12/2023;05:04:53;2022;Processo;158270870;29/09/2022;;0601307-62.2022.6.00.0000;DF;0;DF;3;23/08/2023;;;8;Ministro Floriano de Azevedo Marques;13;Ministro;11541;Rp;REPRESENTAÇÃO;11483;Divulgação de Fatos Inverídicos na Propaganda Eleitoral;Impugnação;Interno;1;4;18-MAY-23;
03/12/2023;05:04:53;2022;Processo;158188823;30/09/2022;17/12/2022;0601326-68.2022.6.00.0000;DF;0;DF;3;30/09/2022;;;46;Juíza Auxiliar - Ministra Maria Claudia Bucchianeri;61;Juíz Auxiliar;11541;Rp;REPRESENTAÇÃO;12635;Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa;Recurso;Interno;0;2;13-DEC-22;
03/12/2023;05:04:53;2022;Processo;158281336;14/10/2022;15/09/2023;0601490-33.2022.6.00.0000;DF;0;DF;3;14/10/2022;;;46;Juíza Auxiliar - Ministra Maria Claudia Bucchianeri;61;Juíz Auxiliar;12625;DR;DIREITO DE RESPOSTA;11593;Direito de Resposta;Impugnação;Interno;0;3;23-FEB-23;
03/12/2023;05:04:53;2022;Processo;158281335;14/10/2022;15/09/2023;0601490-33.2022.6.00.0000;DF;0;DF;3;14/10/2022;;;46;Juíza Auxiliar - Ministra Maria Claudia Bucchianeri;61;Juíz Auxiliar;12625;DR;DIREITO DE RESPOSTA;11593;Direito de Resposta;Impugnação;Interno;0;3;23-FEB-23;
03/12/2023;05:04:53;2022;Processo;158266443;14/10/2022;15/09/2023;0601490-33.2022.6.00.0000;DF;0;DF;3;14/10/2022;;;46;Juíza Auxiliar - Ministra Maria Claudia Bucchianeri;61;Juíz Auxiliar;12625;DR;DIREITO DE RESPOSTA;11593;Direito de Resposta;Embargos de Declaração;Interno;0;3;23-FEB-23;
03/12/2023;05:04:53;2022;Processo;158266444;14/10/2022;15/09/2023;0601490-33.2022.6.00.0000;DF;0;DF;3;14/10/2022;;;46;Juíza Auxiliar - Ministra Maria Claudia Bucchianeri;61;Juíz Auxiliar;12625;DR;DIREITO DE RESPOSTA;11593;Direito de Resposta;Embargos de Declaração;Interno;0;3;23-FEB-23;
03/12/2023;05:04:53;2022;Processo;158253803;14/10/2022;15/09/2023;0601490-33.2022.6.00.0000;DF;0;DF;3;14/10/2022;;;46;Juíza Auxiliar - Ministra Maria Claudia Bucchianeri;61;Juíz Auxiliar;12625;DR;DIREITO DE RESPOSTA;11593;Direito de Resposta;Impugnação;Interno;0;3;23-FEB-23;
03/12/2023;05:04:53;2022;Processo;158286030;17/10/2022;15/11/2022;0601545-81.2022.6.00.0000;DF;0;DF;3;18/10/2022;;;49;Juiz Auxiliar - Ministro Paulo de Tarso Vieira Sanseverino;72;Juiz Auxiliar;12625;DR;DIREITO DE RESPOSTA;11593;Direito de Resposta;Impugnação;Interno;0;2;08/nov/22;
03/12/2023;05:04:53;2022;Processo;158280599;17/10/2022;15/11/2022;0601545-81.2022.6.00.0000;DF;0;DF;3;18/10/2022;;;49;Juiz Auxiliar - Ministro Paulo de Tarso Vieira Sanseverino;72;Juiz Auxiliar;12625;DR;DIREITO DE RESPOSTA;11593;Direito de Resposta;Recurso;Interno;0;2;08/nov/22;
03/12/2023;05:04:53;2022;Processo;158305636;20/10/2022;15/11/2022;0601619-38.2022.6.00.0000;DF;0;DF;3;21/10/2022;;;49;Juiz Auxiliar - Ministro Paulo de Tarso Vieira Sanseverino;72;Juiz Auxiliar;12625;DR;DIREITO DE RESPOSTA;11593;Direito de Resposta;Impugnação;Interno;0;2;08/nov/22;
03/12/2023;05:04:53;2022;Processo;158305600;20/10/2022;15/11/2022;0601619-38.2022.6.00.0000;DF;0;DF;3;21/10/2022;;;49;Juiz Auxiliar - Ministro Paulo de Tarso Vieira Sanseverino;72;Juiz Auxiliar;12625;DR;DIREITO DE RESPOSTA;11593;Direito de Resposta;Recurso;Interno;0;2;08/nov/22;
03/12/2023;05:04:53;2022;Processo;158294430;20/10/2022;15/11/2022;0601619-38.2022.6.00.0000;DF;0;DF;3;21/10/2022;;;49;Juiz Auxiliar - Ministro Paulo de Tarso Vieira Sanseverino;72;Juiz Auxiliar;12625;DR;DIREITO DE RESPOSTA;11593;Direito de Resposta;Recurso;Interno;0;2;08/nov/22;
03/12/2023;05:04:53;2022;Processo;158223938;08/10/2022;16/11/2022;0601396-85.2022.6.00.0000;DF;0;DF;3;08/10/2022;;;45;Juíza Auxiliar;60;Juíz Auxiliar;12625;DR;DIREITO DE RESPOSTA;11593;Direito de Resposta;Impugnação;Interno;0;1;12/nov/22;
03/12/2023;05:04:53;2022;Processo;158258933;15/10/2022;03/11/2022;0601514-61.2022.6.00.0000;DF;0;DF;3;15/10/2022;;;46;Juíza Auxiliar - Ministra Maria Claudia Bucchianeri;61;Juíz Auxiliar;12625;DR;DIREITO DE RESPOSTA;11593;Direito de Resposta;Impugnação;Interno;0;3;31-OCT-22;
03/12/2023;05:04:53;2022;Processo;158246471;14/10/2022;12/11/2022;0601491-18.2022.6.00.0000;DF;0;DF;3;14/10/2022;;;45;Juíza Auxiliar;60;Juíz Auxiliar;12625;DR;DIREITO DE RESPOSTA;11593;Direito de Resposta;Impugnação;Interno;0;1;06/nov/22;
03/12/2023;05:04:53;2022;Processo;158871407;01/10/2022;;0601328-38.2022.6.00.0000;DF;0;DF;3;11/01/2023;;;4;Ministra Cármen Lúcia;14;Ministro;11541;Rp;REPRESENTAÇÃO;12635;Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa;Impugnação;Interno;1;3;18/mar/23;
03/12/2023;05:04:53;2022;Processo;158827398;01/10/2022;;0601328-38.2022.6.00.0000;DF;0;DF;3;11/01/2023;;;4;Ministra Cármen Lúcia;14;Ministro;11541;Rp;REPRESENTAÇÃO;12635;Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa;Recurso;Interno;1;3;18/mar/23;
03/12/2023;05:04:53;2022;Processo;158205146;01/10/2022;;0601328-38.2022.6.00.0000;DF;0;DF;3;11/01/2023;;;4;Ministra Cármen Lúcia;14;Ministro;11541;Rp;REPRESENTAÇÃO;12635;Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa;Impugnação;Interno;1;3;18/mar/23;
03/12/2023;05:04:53;2022;Processo;158270634;10/10/2022;23/11/2022;0601401-10.2022.6.00.0000;DF;0;DF;3;10/10/2022;;;49;Juiz Auxiliar - Ministro Paulo de Tarso Vieira Sanseverino;72;Juiz Auxiliar;12625;DR;DIREITO DE RESPOSTA;11593;Direito de Resposta;Recurso;Interno;0;2;07/nov/22;
03/12/2023;05:04:53;2022;Processo;158231262;10/10/2022;23/11/2022;0601401-10.2022.6.00.0000;DF;0;DF;3;10/10/2022;;;49;Juiz Auxiliar - Ministro Paulo de Tarso Vieira Sanseverino;72;Juiz Auxiliar;12625;DR;DIREITO DE RESPOSTA;11593;Direito de Resposta;Impugnação;Interno;0;2;07/nov/22;
03/12/2023;05:04:53;2022;Processo;158266106;08/10/2022;11/11/2022;0601392-48.2022.6.00.0000;DF;0;DF;3;08/10/2022;;;46;Juíza Auxiliar - Ministra Maria Claudia Bucchianeri;61;Juíz Auxiliar;12625;DR;DIREITO DE RESPOSTA;11593;Direito de Resposta;Impugnação;Interno;0;2;08/nov/22;
03/12/2023;05:04:53;2022;Processo;158254056;08/10/2022;11/11/2022;0601392-48.2022.6.00.0000;DF;0;DF;3;08/10/2022;;;46;Juíza Auxiliar - Ministra Maria Claudia Bucchianeri;61;Juíz Auxiliar;12625;DR;DIREITO DE RESPOSTA;11593;Direito de Resposta;Recurso;Interno;0;2;08/nov/22;
03/12/2023;05:04:53;2022;Processo;158223586;08/10/2022;11/11/2022;0601392-48.2022.6.00.0000;DF;0;DF;3;08/10/2022;;;46;Juíza Auxiliar - Ministra Maria Claudia Bucchianeri;61;Juíz Auxiliar;12625;DR;DIREITO DE RESPOSTA;11593;Direito de Resposta;Impugnação;Interno;0;2;08/nov/22;
03/12/2023;05:04:53;2022;Processo;158827395;04/10/2022;;0601354-36.2022.6.00.0000;DF;0;DF;3;15/03/2023;;;4;Ministra Cármen Lúcia;14;Ministro;11541;Rp;REPRESENTAÇÃO;12635;Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa;Recurso;Interno;1;2;06-OCT-23;
03/12/2023;05:04:53;2022;Processo;158263207;15/10/2022;04/12/2022;0601518-98.2022.6.00.0000;DF;0;DF;3;16/10/2022;;;2;Ministro Presidente Alexandre de Moraes;2;Ministro;241;PetCiv;PETIÇÃO CÍVEL;11778;Requerimento;Agravo Regimental;Interno;0;3;22/nov/22;
03/12/2023;05:04:53;2022;Processo;158263205;15/10/2022;04/12/2022;0601518-98.2022.6.00.0000;DF;0;DF;3;16/10/2022;;;2;Ministro Presidente Alexandre de Moraes;2;Ministro;241;PetCiv;PETIÇÃO CÍVEL;11778;Requerimento;Agravo Regimental;Interno;0;3;22/nov/22;
03/12/2023;05:04:53;2022;Processo;158252648;21/09/2022;03/03/2023;0600449-63.2022.6.06.0000;CE;6;DF;3;21/09/2022;;;6;Ministro Raul Araújo;11;Ministro;11549;REspEl;RECURSO ESPECIAL ELEITORAL;11616;Impugnação ao Registro de Candidatura;Embargos de Declaração;Interno;0;6;17-FEB-23;
03/12/2023;05:04:53;2022;Processo;158252649;21/09/2022;03/03/2023;0600449-63.2022.6.06.0000;CE;6;DF;3;21/09/2022;;;6;Ministro Raul Araújo;11;Ministro;11549;REspEl;RECURSO ESPECIAL ELEITORAL;11616;Impugnação ao Registro de Candidatura;Embargos de Declaração;Interno;0;6;17-FEB-23;
03/12/2023;05:04:53;2022;Processo;158253004;24/09/2022;16/11/2022;0600849-66.2022.6.10.0000;MA;10;DF;3;24/09/2022;;;5;STJ1 - ocupado pela Ministra Isabel Gallotti;4;Ministro;11549;REspEl;RECURSO ESPECIAL ELEITORAL;11618;Registro de Candidatura - RRC - Candidato;Embargos de Declaração;Interno;0;6;16/nov/22;
03/12/2023;05:04:53;2022;Processo;158168194;26/09/2022;05/11/2022;0602005-40.2022.6.19.0000;RJ;19;DF;3;26/09/2022;;;7;Ministro Ramos Tavares;7;Ministro;11549;REspEl;RECURSO ESPECIAL ELEITORAL;11618;Registro de Candidatura - RRC - Candidato;Recurso;Interno;0;4;28-OCT-22;
03/12/2023;05:04:53;2022;Processo;158198181;18/09/2022;10/11/2022;0601160-36.2022.6.00.0000;DF;0;DF;3;18/09/2022;;;49;Juiz Auxiliar - Ministro Paulo de Tarso Vieira Sanseverino;72;Juiz Auxiliar;12625;DR;DIREITO DE RESPOSTA;11593;Direito de Resposta;Recurso;Interno;0;2;04/nov/22;
03/12/2023;05:04:53;2022;Processo;158095902;18/09/2022;10/11/2022;0601160-36.2022.6.00.0000;DF;0;DF;3;18/09/2022;;;49;Juiz Auxiliar - Ministro Paulo de Tarso Vieira Sanseverino;72;Juiz Auxiliar;12625;DR;DIREITO DE RESPOSTA;11593;Direito de Resposta;Impugnação;Interno;0;2;04/nov/22;
03/12/2023;05:04:53;2022;Processo;157812177;13/07/2022;04/05/2023;0600523-85.2022.6.00.0000;DF;0;DF;3;09/01/2023;;;6;Ministro Raul Araújo;11;Ministro;11541;Rp;REPRESENTAÇÃO;11667;Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada;Impugnação;Interno;0;2;12-APR-23;
03/12/2023;05:04:53;2022;Processo;159608421;19/04/2023;;0602134-51.2022.6.08.0000;ES;8;DF;3;19/04/2023;;;3;Ministro Nunes Marques;3;Ministro;12626;AREspE;AGRAVO EM RECURSO ESPECIAL ELEITORAL;12638;Propaganda Política - Propaganda Eleitoral - Impulsionamento;Agravo Regimental;Interno;1;6;03-OCT-23;
03/12/2023;05:04:53;2022;Processo;159608420;19/04/2023;;0602134-51.2022.6.08.0000;ES;8;DF;3;19/04/2023;;;3;Ministro Nunes Marques;3;Ministro;12626;AREspE;AGRAVO EM RECURSO ESPECIAL ELEITORAL;12638;Propaganda Política - Propaganda Eleitoral - Impulsionamento;Agravo Regimental;Interno;1;6;03-OCT-23;
03/12/2023;05:04:53;2022;Processo;159230297;18/11/2022;04/10/2023;0601232-44.2022.6.10.0000;MA;10;DF;3;18/11/2022;;;5;Ministro Benedito Gonçalves;4;Ministro;11549;REspEl;RECURSO ESPECIAL ELEITORAL;11667;Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada;Agravo Regimental;Interno;0;8;21-SEP-23;
03/12/2023;05:04:53;2022;Processo;159230298;18/11/2022;04/10/2023;0601232-44.2022.6.10.0000;MA;10;DF;3;18/11/2022;;;5;Ministro Benedito Gonçalves;4;Ministro;11549;REspEl;RECURSO ESPECIAL ELEITORAL;11667;Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada;Agravo Regimental;Interno;0;8;21-SEP-23;
03/12/2023;05:04:53;2022;Processo;159408960;27/10/2022;;0601754-50.2022.6.00.0000;DF;0;DF;3;27/10/2022;;;2;Ministro Presidente Alexandre de Moraes;2;Ministro;11541;Rp;REPRESENTAÇÃO;11679;Propaganda Política - Propaganda Eleitoral - Internet;Embargos de Declaração;Interno;0;4;21/nov/23;
03/12/2023;05:04:53;2022;Processo;159408959;27/10/2022;;0601754-50.2022.6.00.0000;DF;0;DF;3;27/10/2022;;;2;Ministro Presidente Alexandre de Moraes;2;Ministro;11541;Rp;REPRESENTAÇÃO;11679;Propaganda Política - Propaganda Eleitoral - Internet;Embargos de Declaração;Interno;0;4;21/nov/23;
03/12/2023;05:04:53;2022;Processo;158487742;27/10/2022;;0601754-50.2022.6.00.0000;DF;0;DF;3;27/10/2022;;;2;Ministro Presidente Alexandre de Moraes;2;Ministro;11541;Rp;REPRESENTAÇÃO;11679;Propaganda Política - Propaganda Eleitoral - Internet;Recurso;Interno;0;4;21/nov/23;
03/12/2023;05:04:53;2022;Processo;158019771;07/08/2022;16/12/2022;0600699-64.2022.6.00.0000;DF;0;DF;3;08/08/2022;;;2;Ministro Presidente Alexandre de Moraes;2;Ministro;241;PetCiv;PETIÇÃO CÍVEL;11778;Requerimento;Embargos de Declaração;Interno;0;4;28-OCT-22;
03/12/2023;05:04:53;2022;Processo;157843773;19/07/2022;12/10/2022;0600556-75.2022.6.00.0000;DF;0;DF;3;19/07/2022;;;46;Juíza Auxiliar - Ministra Maria Claudia Bucchianeri;61;Juíz Auxiliar;11541;Rp;REPRESENTAÇÃO;11667;Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada;Impugnação;Interno;0;1;01-OCT-22;
03/12/2023;05:04:53;2022;Processo;158127248;06/08/2022;17/11/2022;0600696-12.2022.6.00.0000;DF;0;DF;3;06/08/2022;;;7;Ministro Ramos Tavares;7;Ministro;11532;RCand;REGISTRO DE CANDIDATURA;11616;Impugnação ao Registro de Candidatura;Embargos de Declaração;Interno;0;1;08-SEP-22;
03/12/2023;05:04:53;2022;Processo;158127249;06/08/2022;17/11/2022;0600696-12.2022.6.00.0000;DF;0;DF;3;06/08/2022;;;7;Ministro Ramos Tavares;7;Ministro;11532;RCand;REGISTRO DE CANDIDATURA;11616;Impugnação ao Registro de Candidatura;Embargos de Declaração;Interno;0;1;08-SEP-22;
03/12/2023;05:04:53;2022;Processo;158114115;06/08/2022;17/11/2022;0600696-12.2022.6.00.0000;DF;0;DF;3;06/08/2022;;;7;Ministro Ramos Tavares;7;Ministro;11532;RCand;REGISTRO DE CANDIDATURA;11616;Impugnação ao Registro de Candidatura;Impugnação;Interno;0;1;08-SEP-22;
03/12/2023;05:04:53;2022;Processo;158114097;06/08/2022;17/11/2022;0600696-12.2022.6.00.0000;DF;0;DF;3;06/08/2022;;;7;Ministro Ramos Tavares;7;Ministro;11532;RCand;REGISTRO DE CANDIDATURA;11616;Impugnação ao Registro de Candidatura;Impugnação;Interno;0;1;08-SEP-22;
03/12/2023;05:04:53;2022;Processo;158114096;06/08/2022;17/11/2022;0600696-12.2022.6.00.0000;DF;0;DF;3;06/08/2022;;;7;Ministro Ramos Tavares;7;Ministro;11532;RCand;REGISTRO DE CANDIDATURA;11616;Impugnação ao Registro de Candidatura;Impugnação;Interno;0;1;08-SEP-22;
03/12/2023;05:04:53;2022;Processo;157886690;06/08/2022;17/11/2022;0600696-12.2022.6.00.0000;DF;0;DF;3;06/08/2022;;;7;Ministro Ramos Tavares;7;Ministro;11532;RCand;REGISTRO DE CANDIDATURA;11616;Impugnação ao Registro de Candidatura;Impugnação;Interno;0;1;08-SEP-22;
03/12/2023;05:04:53;2022;Processo;157886691;06/08/2022;17/11/2022;0600696-12.2022.6.00.0000;DF;0;DF;3;06/08/2022;;;7;Ministro Ramos Tavares;7;Ministro;11532;RCand;REGISTRO DE CANDIDATURA;11616;Impugnação ao Registro de Candidatura;Impugnação;Interno;0;1;08-SEP-22;
03/12/2023;05:04:53;2022;Processo;158082426;14/09/2022;21/11/2023;0601101-48.2022.6.00.0000;DF;0;DF;3;14/09/2022;;;4;Ministra Cármen Lúcia;14;Ministro;12625;DR;DIREITO DE RESPOSTA;11593;Direito de Resposta;Impugnação;Interno;0;2;27-OCT-23;
03/12/2023;05:04:53;2022;Processo;158177906;08/09/2022;15/10/2022;0600541-03.2022.6.11.0000;MT;11;DF;3;08/09/2022;;;7;Ministro Ramos Tavares;7;Ministro;11550;RO-El;RECURSO ORDINÁRIO ELEITORAL;11616;Impugnação ao Registro de Candidatura;Recurso Extraordinário;Externo;0;5;11-OCT-22;
03/12/2023;05:04:53;2022;Processo;158177903;08/09/2022;15/10/2022;0600541-03.2022.6.11.0000;MT;11;DF;3;08/09/2022;;;7;Ministro Ramos Tavares;7;Ministro;11550;RO-El;RECURSO ORDINÁRIO ELEITORAL;11616;Impugnação ao Registro de Candidatura;Recurso Extraordinário;Externo;0;5;11-OCT-22;
03/12/2023;05:04:53;2022;Processo;158177902;08/09/2022;15/10/2022;0600541-03.2022.6.11.0000;MT;11;DF;3;08/09/2022;;;7;Ministro Ramos Tavares;7;Ministro;11550;RO-El;RECURSO ORDINÁRIO ELEITORAL;11616;Impugnação ao Registro de Candidatura;Recurso Extraordinário;Externo;0;5;11-OCT-22;
03/12/2023;05:04:53;2022;Processo;158177901;08/09/2022;15/10/2022;0600541-03.2022.6.11.0000;MT;11;DF;3;08/09/2022;;;7;Ministro Ramos Tavares;7;Ministro;11550;RO-El;RECURSO ORDINÁRIO ELEITORAL;11616;Impugnação ao Registro de Candidatura;Recurso Extraordinário;Externo;0;5;11-OCT-22;
03/12/2023;05:04:53;2022;Processo;158131839;17/09/2022;22/05/2023;0601143-97.2022.6.00.0000;DF;0;DF;3;11/01/2023;;;4;Ministra Cármen Lúcia;14;Ministro;11541;Rp;REPRESENTAÇÃO;11679;Propaganda Política - Propaganda Eleitoral - Internet;Embargos de Declaração;Interno;0;2;15-MAY-23;
03/12/2023;05:04:53;2022;Processo;158131838;17/09/2022;22/05/2023;0601143-97.2022.6.00.0000;DF;0;DF;3;11/01/2023;;;4;Ministra Cármen Lúcia;14;Ministro;11541;Rp;REPRESENTAÇÃO;11679;Propaganda Política - Propaganda Eleitoral - Internet;Embargos de Declaração;Interno;0;2;15-MAY-23;
03/12/2023;05:04:53;2022;Processo;158131022;17/09/2022;22/05/2023;0601143-97.2022.6.00.0000;DF;0;DF;3;11/01/2023;;;4;Ministra Cármen Lúcia;14;Ministro;11541;Rp;REPRESENTAÇÃO;11679;Propaganda Política - Propaganda Eleitoral - Internet;Embargos de Declaração;Interno;0;2;15-MAY-23;
03/12/2023;05:04:53;2022;Processo;158258000;14/09/2022;23/03/2023;0601102-33.2022.6.00.0000;DF;0;DF;3;16/03/2023;;;4;Ministra Cármen Lúcia;14;Ministro;11541;Rp;REPRESENTAÇÃO;11675;Propaganda Política - Propaganda Eleitoral - Televisão;Impugnação;Interno;0;3;18/mar/23;
03/12/2023;05:04:53;2022;Processo;158103726;14/09/2022;23/03/2023;0601102-33.2022.6.00.0000;DF;0;DF;3;16/03/2023;;;4;Ministra Cármen Lúcia;14;Ministro;11541;Rp;REPRESENTAÇÃO;11675;Propaganda Política - Propaganda Eleitoral - Televisão;Impugnação;Interno;0;3;18/mar/23;
03/12/2023;05:04:53;2022;Processo;158103727;14/09/2022;23/03/2023;0601102-33.2022.6.00.0000;DF;0;DF;3;16/03/2023;;;4;Ministra Cármen Lúcia;14;Ministro;11541;Rp;REPRESENTAÇÃO;11675;Propaganda Política - Propaganda Eleitoral - Televisão;Impugnação;Interno;0;3;18/mar/23;
03/12/2023;05:04:53;2022;Processo;158286852;23/10/2022;15/11/2022;0601664-42.2022.6.00.0000;DF;0;DF;3;23/10/2022;;;2;Ministro Presidente Alexandre de Moraes;2;Ministro;1342;Rcl;RECLAMAÇÃO;11778;Requerimento;Embargos de Declaração;Interno;0;2;07/nov/22;
03/12/2023;05:04:53;2022;Processo;158212196;16/09/2022;23/11/2022;0601140-45.2022.6.00.0000;DF;0;DF;3;16/09/2022;;;49;Juiz Auxiliar - Ministro Paulo de Tarso Vieira Sanseverino;72;Juiz Auxiliar;12625;DR;DIREITO DE RESPOSTA;11593;Direito de Resposta;Recurso;Interno;0;2;07/nov/22;
03/12/2023;05:04:53;2022;Processo;158084470;16/09/2022;23/11/2022;0601140-45.2022.6.00.0000;DF;0;DF;3;16/09/2022;;;49;Juiz Auxiliar - Ministro Paulo de Tarso Vieira Sanseverino;72;Juiz Auxiliar;12625;DR;DIREITO DE RESPOSTA;11593;Direito de Resposta;Impugnação;Interno;0;2;07/nov/22;
03/12/2023;05:04:53;2022;Processo;158062428;06/09/2022;23/11/2022;0600955-07.2022.6.00.0000;BA;0;DF;3;06/09/2022;;;5;STJ1 - ocupado pela Ministra Isabel Gallotti;4;Ministro;120;MSCiv;MANDADO DE SEGURANÇA CÍVEL;11778;Requerimento;Recurso;Interno;0;2;23/nov/22;
03/12/2023;05:04:53;2022;Processo;158183427;14/09/2022;08/11/2022;0602619-50.2022.6.26.0000;SP;26;DF;3;14/09/2022;;;5;STJ1 - ocupado pela Ministra Isabel Gallotti;4;Ministro;11549;REspEl;RECURSO ESPECIAL ELEITORAL;11618;Registro de Candidatura - RRC - Candidato;Embargos de Declaração;Interno;0;7;07/nov/22;
