DT_GERACAO;HH_GERACAO;ANO_ELEICAO;DS_IDENTIFICACAO_RECURSO;NR_RECURSO;DT_AUTUACAO;DT_BAIXA;NR_PROCESSO_ORIGEM;SG_UF_TRIBUNAL_ORIGEM;NR_INSTANCIA_ORIGEM;SG_UF_TRIBUNAL;NR_INSTANCIA;DT_DISTRIBUICAO;CD_TIPO_DISTRIBUICAO;DS_TIPO_DISTRIBUICAO;CD_RELATOR;NM_RELATOR;CD_TIPO_CARGO_RELATOR;DS_TIPO_CARGO_RELATOR;CD_CLASSE;SG_CLASSE;DS_CLASSE;CD_ASSUNTO_PRINCIPAL;DS_ASSUNTO_PRINCIPAL;DS_TIPO_RECURSO;DS_NATUREZA_RECURSO;ST_CONCLUSO;QT_DECISOES;DT_ULTIMA_DECISAO;DS_ULTIMA_DECISAO
03/12/2023;05:05:30;2022;Processo;11423635;15/08/2022;17/10/2022;0600881-39.2022.6.04.0000;AM;4;AM;2;20/09/2022;;;6;Gabinete do Juiz Jurista 1 - Juiz do Tribunal Regional Eleitoral DIOGO OLIVEIRA NOGUEIRA FRANCO;11;Magistrado;11532;RCand;REGISTRO DE CANDIDATURA;12044;Registro de Candidatura - DRAP Partido/Coligação;Embargos de Declaração;Interno;0;5;12-OCT-22;
03/12/2023;05:05:30;2022;Processo;11635843;12/12/2022;;0602544-23.2022.6.04.0000;AM;4;AM;2;12/12/2022;;;36;Gabinete da Corregedora Eleitoral - Desembargadora CARLA MARIA SANTOS DOS REIS;42;Magistrado;11527;AIJE;AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL;11718;Abuso - De Poder Econômico;Embargos de Declaração;Interno;0;5;01-DEC-23;
03/12/2023;05:05:30;2022;Processo;11603979;12/12/2022;;0602544-23.2022.6.04.0000;AM;4;AM;2;12/12/2022;;;36;Gabinete da Corregedora Eleitoral - Desembargadora CARLA MARIA SANTOS DOS REIS;42;Magistrado;11527;AIJE;AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL;11718;Abuso - De Poder Econômico;Embargos de Declaração;Interno;0;5;01-DEC-23;
03/12/2023;05:05:30;2022;Processo;11682830;08/12/2022;;0602532-09.2022.6.04.0000;AM;4;AM;2;26/12/2022;;;4;Gabinete do Juiz Federal - Juiz do Tribunal Regional Eleitoral MARCELO PIRES SOARES;14;Magistrado;12630;RepEsp;REPRESENTAÇÃO ESPECIAL;12063;Conduta Vedada ao Agente Público;Embargos de Declaração;Interno;0;5;15-AUG-23;
03/12/2023;05:05:30;2022;Processo;11380664;12/08/2022;09/09/2022;0600727-21.2022.6.04.0000;AM;4;AM;2;12/08/2022;;;4;Gabinete do Juiz Federal - Juiz do Tribunal Regional Eleitoral MARCELO PIRES SOARES;14;Magistrado;11532;RCand;REGISTRO DE CANDIDATURA;11618;Registro de Candidatura - RRC - Candidato;Impugnação;Interno;0;2;04-SEP-22;
03/12/2023;05:05:30;2022;Processo;11421626;09/08/2022;01/03/2023;0600368-71.2022.6.04.0000;AM;4;AM;2;09/08/2022;;;3;Gabinete do Juiz de Direito - Juiz do Tribunal Regional Eleitoral VICTOR ANDRÉ LIUZZI GOMES;3;Magistrado;11532;RCand;REGISTRO DE CANDIDATURA;11618;Registro de Candidatura - RRC - Candidato;Recurso Ordinário;Externo;0;2;12-SEP-22;
03/12/2023;05:05:30;2022;Processo;11699265;13/09/2022;;0601959-68.2022.6.04.0000;AM;4;AM;2;13/09/2022;;;4;Gabinete do Juiz Federal - Juiz do Tribunal Regional Eleitoral MARCELO PIRES SOARES;14;Magistrado;12193;PCE;PRESTAÇÃO DE CONTAS ELEITORAIS;11631;Cargo - Deputado Federal;Embargos de Declaração;Interno;0;2;29/nov/23;
03/12/2023;05:05:30;2022;Processo;11698763;13/09/2022;;0602031-55.2022.6.04.0000;AM;4;AM;2;13/09/2022;;;4;Gabinete do Juiz Federal - Juiz do Tribunal Regional Eleitoral MARCELO PIRES SOARES;14;Magistrado;12193;PCE;PRESTAÇÃO DE CONTAS ELEITORAIS;11631;Cargo - Deputado Federal;Embargos de Declaração;Interno;1;2;16/nov/23;
03/12/2023;05:05:30;2022;Processo;11475577;21/08/2022;;0601020-88.2022.6.04.0000;AM;4;AM;2;06/03/2023;;;2;Gabinete do Presidente - Desembargador JORGE MANOEL LOPES LINS;2;Magistrado;156;CumSen;CUMPRIMENTO DE SENTENÇA;12366;Execução - Cumprimento de Sentença;Embargos de Declaração;Interno;0;4;24/nov/22;
03/12/2023;05:05:30;2022;Processo;11577144;13/09/2022;;0602019-41.2022.6.04.0000;AM;4;AM;2;26/12/2022;;;4;Gabinete do Juiz Federal - Juiz do Tribunal Regional Eleitoral MARCELO PIRES SOARES;13;Magistrado;12193;PCE;PRESTAÇÃO DE CONTAS ELEITORAIS;11630;Cargo - Deputado Estadual;Embargos de Declaração;Interno;0;3;30/nov/23;
03/12/2023;05:05:30;2022;Processo;11564366;25/09/2022;;0602280-06.2022.6.04.0000;AM;4;AM;2;26/04/2023;;;2;Gabinete do Presidente - Desembargador JORGE MANOEL LOPES LINS;2;Magistrado;156;CumSen;CUMPRIMENTO DE SENTENÇA;12366;Execução - Cumprimento de Sentença;Embargos de Declaração;Interno;0;4;03-MAY-23;
03/12/2023;05:05:30;2022;Processo;11475579;19/08/2022;;0600981-91.2022.6.04.0000;AM;4;AM;2;19/08/2022;;;2;Gabinete do Presidente - Desembargador JORGE MANOEL LOPES LINS;2;Magistrado;156;CumSen;CUMPRIMENTO DE SENTENÇA;12366;Execução - Cumprimento de Sentença;Embargos de Declaração;Interno;0;7;30-AUG-23;
03/12/2023;05:05:30;2022;Processo;11423382;11/08/2022;30/09/2022;0600625-96.2022.6.04.0000;AM;4;AM;2;11/08/2022;;;3;Gabinete do Juiz de Direito - Juiz do Tribunal Regional Eleitoral VICTOR ANDRÉ LIUZZI GOMES;3;Magistrado;11532;RCand;REGISTRO DE CANDIDATURA;11618;Registro de Candidatura - RRC - Candidato;Agravo Regimental;Interno;0;2;24-SEP-22;
03/12/2023;05:05:30;2022;Processo;11423381;11/08/2022;30/09/2022;0600625-96.2022.6.04.0000;AM;4;AM;2;11/08/2022;;;3;Gabinete do Juiz de Direito - Juiz do Tribunal Regional Eleitoral VICTOR ANDRÉ LIUZZI GOMES;3;Magistrado;11532;RCand;REGISTRO DE CANDIDATURA;11618;Registro de Candidatura - RRC - Candidato;Agravo Regimental;Interno;0;2;24-SEP-22;
03/12/2023;05:05:30;2022;Processo;11555260;19/08/2022;27/06/2023;0600976-69.2022.6.04.0000;AM;4;AM;2;26/12/2022;;;3;Gabinete do Juiz de Direito - Juiz do Tribunal Regional Eleitoral VICTOR ANDRÉ LIUZZI GOMES;3;Magistrado;11541;Rp;REPRESENTAÇÃO;11663;Propaganda Política - Propaganda Eleitoral - Conduta Vedada a Emissora de Rádio/Televisão na Programação Normal;Embargos de Declaração;Interno;0;4;19/jun/23;
03/12/2023;05:05:30;2022;Processo;11387880;12/08/2022;16/09/2022;0600682-17.2022.6.04.0000;AM;4;AM;2;12/08/2022;;;7;Gabinete da Vice-Presidente - Desembargadora CARLA MARIA SANTOS DOS REIS;7;Magistrado;11532;RCand;REGISTRO DE CANDIDATURA;11618;Registro de Candidatura - RRC - Candidato;Impugnação;Interno;0;0;;
03/12/2023;05:05:30;2022;Processo;11372069;12/08/2022;16/09/2022;0600682-17.2022.6.04.0000;AM;4;AM;2;12/08/2022;;;7;Gabinete da Vice-Presidente - Desembargadora CARLA MARIA SANTOS DOS REIS;7;Magistrado;11532;RCand;REGISTRO DE CANDIDATURA;11618;Registro de Candidatura - RRC - Candidato;Impugnação;Interno;0;0;;
03/12/2023;05:05:30;2022;Processo;11372064;12/08/2022;16/09/2022;0600682-17.2022.6.04.0000;AM;4;AM;2;12/08/2022;;;7;Gabinete da Vice-Presidente - Desembargadora CARLA MARIA SANTOS DOS REIS;7;Magistrado;11532;RCand;REGISTRO DE CANDIDATURA;11618;Registro de Candidatura - RRC - Candidato;Impugnação;Interno;0;0;;
03/12/2023;05:05:30;2022;Processo;11420077;27/08/2022;25/07/2023;0601156-85.2022.6.04.0000;AM;4;AM;2;28/12/2022;;;4;Gabinete do Juiz Federal - Juiz do Tribunal Regional Eleitoral MARCELO PIRES SOARES;14;Magistrado;11541;Rp;REPRESENTAÇÃO;11679;Propaganda Política - Propaganda Eleitoral - Internet;Embargos de Declaração;Interno;0;8;17-APR-23;
03/12/2023;05:05:30;2022;Processo;11577111;25/08/2022;21/03/2023;0601106-59.2022.6.04.0000;AM;4;AM;2;28/12/2022;;;7;Gabinete da Vice-Presidente - Desembargadora CARLA MARIA SANTOS DOS REIS;7;Magistrado;11541;Rp;REPRESENTAÇÃO;11663;Propaganda Política - Propaganda Eleitoral - Conduta Vedada a Emissora de Rádio/Televisão na Programação Normal;Embargos de Declaração;Interno;0;6;16-FEB-23;
03/12/2023;05:05:30;2022;Processo;11437824;05/09/2022;28/03/2023;0601380-23.2022.6.04.0000;AM;4;AM;2;28/12/2022;;;8;Gabinete do Jurista 2 - Juiz do Tribunal Regional Eleitoral PEDRO DE ARAUJO RIBEIRO;13;Magistrado;11541;Rp;REPRESENTAÇÃO;11662;Propaganda Política - Propaganda Eleitoral - Comício/Showmício;Embargos de Declaração;Interno;0;5;22/mar/23;
03/12/2023;05:05:30;2022;Processo;11361918;08/08/2022;16/09/2022;0600261-27.2022.6.04.0000;AM;4;AM;2;08/08/2022;;;3;Gabinete do Juiz de Direito - Juiz do Tribunal Regional Eleitoral VICTOR ANDRÉ LIUZZI GOMES;3;Magistrado;11532;RCand;REGISTRO DE CANDIDATURA;11618;Registro de Candidatura - RRC - Candidato;Impugnação;Interno;0;1;06-SEP-22;
03/12/2023;05:05:30;2022;Processo;11398737;23/08/2022;07/10/2022;0601042-49.2022.6.04.0000;AM;4;AM;2;23/08/2022;;;41;Gabinete do Juiz Auxiliar - Juiz do Tribunal Regional Eleitoral RONNIE FRANK TORRES STONE;65;Magistrado;12630;RepEsp;REPRESENTAÇÃO ESPECIAL;12063;Conduta Vedada ao Agente Público;Embargos de Declaração;Interno;0;3;28-SEP-22;
03/12/2023;05:05:30;2022;Processo;11347671;13/07/2022;03/03/2023;0600173-86.2022.6.04.0000;AM;4;AM;2;10/01/2023;;;3;Gabinete do Juiz de Direito - Juiz do Tribunal Regional Eleitoral VICTOR ANDRÉ LIUZZI GOMES;3;Magistrado;12630;RepEsp;REPRESENTAÇÃO ESPECIAL;12063;Conduta Vedada ao Agente Público;Embargos de Declaração;Interno;0;6;16-DEC-22;
03/12/2023;05:05:30;2022;Processo;11430251;10/08/2022;19/05/2023;0600534-06.2022.6.04.0000;AM;4;AM;2;15/09/2022;;;4;Gabinete do Juiz Federal - Juiz do Tribunal Regional Eleitoral MARCELO PIRES SOARES;14;Magistrado;11532;RCand;REGISTRO DE CANDIDATURA;11618;Registro de Candidatura - RRC - Candidato;Embargos de Declaração;Interno;0;5;12-DEC-22;
03/12/2023;05:05:30;2022;Processo;11435025;09/09/2022;07/10/2022;0601464-24.2022.6.04.0000;AM;4;AM;2;09/09/2022;;;40;Gabinete do Juiz Auxiliar - JUIZ FEDERAL - Juiz do Tribunal Regional Eleitoral MÁRCIO ANDRÉ LOPES CAVALCANTE;66;Magistrado;11541;Rp;REPRESENTAÇÃO;12637;Propaganda Política - Propaganda Eleitoral - Redes Sociais;Embargos de Declaração;Interno;0;4;04-OCT-22;
03/12/2023;05:05:30;2022;Processo;11435018;09/09/2022;07/10/2022;0601464-24.2022.6.04.0000;AM;4;AM;2;09/09/2022;;;40;Gabinete do Juiz Auxiliar - JUIZ FEDERAL - Juiz do Tribunal Regional Eleitoral MÁRCIO ANDRÉ LOPES CAVALCANTE;66;Magistrado;11541;Rp;REPRESENTAÇÃO;12637;Propaganda Política - Propaganda Eleitoral - Redes Sociais;Embargos de Declaração;Interno;0;4;04-OCT-22;
03/12/2023;05:05:30;2022;Processo;11423712;03/09/2022;17/10/2022;0601324-87.2022.6.04.0000;AM;4;AM;2;20/09/2022;;;6;Gabinete do Juiz Jurista 1 - Juiz do Tribunal Regional Eleitoral DIOGO OLIVEIRA NOGUEIRA FRANCO;11;Magistrado;11532;RCand;REGISTRO DE CANDIDATURA;11617;Registro de Candidatura - Preenchimento de Vaga Remanescente;Embargos de Declaração;Interno;0;2;12-OCT-22;
03/12/2023;05:05:30;2022;Processo;11408171;11/08/2022;23/09/2022;0600622-44.2022.6.04.0000;AM;4;AM;2;11/08/2022;;;3;Gabinete do Juiz de Direito - Juiz do Tribunal Regional Eleitoral VICTOR ANDRÉ LIUZZI GOMES;3;Magistrado;11532;RCand;REGISTRO DE CANDIDATURA;11618;Registro de Candidatura - RRC - Candidato;Embargos de Declaração;Interno;0;2;16-SEP-22;
03/12/2023;05:05:30;2022;Processo;11408172;11/08/2022;23/09/2022;0600622-44.2022.6.04.0000;AM;4;AM;2;11/08/2022;;;3;Gabinete do Juiz de Direito - Juiz do Tribunal Regional Eleitoral VICTOR ANDRÉ LIUZZI GOMES;3;Magistrado;11532;RCand;REGISTRO DE CANDIDATURA;11618;Registro de Candidatura - RRC - Candidato;Embargos de Declaração;Interno;0;2;16-SEP-22;
03/12/2023;05:05:30;2022;Processo;11577045;14/09/2022;16/02/2023;0602130-25.2022.6.04.0000;AM;4;AM;2;04/01/2023;;;4;Gabinete do Juiz Federal - Juiz do Tribunal Regional Eleitoral MARCELO PIRES SOARES;14;Magistrado;11541;Rp;REPRESENTAÇÃO;11663;Propaganda Política - Propaganda Eleitoral - Conduta Vedada a Emissora de Rádio/Televisão na Programação Normal;Embargos de Declaração;Interno;0;5;08-FEB-23;
03/12/2023;05:05:30;2022;Processo;11454954;14/09/2022;16/02/2023;0602130-25.2022.6.04.0000;AM;4;AM;2;04/01/2023;;;4;Gabinete do Juiz Federal - Juiz do Tribunal Regional Eleitoral MARCELO PIRES SOARES;14;Magistrado;11541;Rp;REPRESENTAÇÃO;11663;Propaganda Política - Propaganda Eleitoral - Conduta Vedada a Emissora de Rádio/Televisão na Programação Normal;Embargos de Declaração;Interno;0;5;08-FEB-23;
03/12/2023;05:05:30;2022;Processo;11397190;26/07/2022;20/09/2022;0600204-09.2022.6.04.0000;AM;4;AM;2;26/07/2022;;;6;Gabinete do Juiz Jurista 1 - Juiz do Tribunal Regional Eleitoral DIOGO OLIVEIRA NOGUEIRA FRANCO;11;Magistrado;11532;RCand;REGISTRO DE CANDIDATURA;11618;Registro de Candidatura - RRC - Candidato;Embargos de Declaração;Interno;0;2;13-SEP-22;
03/12/2023;05:05:30;2022;Processo;11366386;27/06/2022;17/11/2022;0600130-52.2022.6.04.0000;AM;4;AM;2;27/06/2022;;;4;Gabinete do Juiz Federal - Juiz do Tribunal Regional Eleitoral MARCELO PIRES SOARES;14;Magistrado;12060;Exc;INCIDENTE DE IMPEDIMENTO / SUSPEIÇÃO;11746;Exceção - De Suspeição;Agravo Regimental;Interno;0;2;18-AUG-22;
03/12/2023;05:05:30;2022;Processo;11366385;27/06/2022;17/11/2022;0600130-52.2022.6.04.0000;AM;4;AM;2;27/06/2022;;;4;Gabinete do Juiz Federal - Juiz do Tribunal Regional Eleitoral MARCELO PIRES SOARES;14;Magistrado;12060;Exc;INCIDENTE DE IMPEDIMENTO / SUSPEIÇÃO;11746;Exceção - De Suspeição;Agravo Regimental;Interno;0;2;18-AUG-22;
03/12/2023;05:05:30;2022;Processo;11418218;10/09/2022;09/10/2022;0601530-04.2022.6.04.0000;AM;4;AM;2;19/09/2022;;;45;Gabinete do Juiz Auxiliar - Juiz do Tribunal Regional Eleitoral LUIS FELIPE AVELINO MEDINA;67;Magistrado;11541;Rp;REPRESENTAÇÃO;11676;Propaganda Política - Propaganda Eleitoral - Invasão de Horário Destinado a Outro Cargo/Partido/Coligação;Embargos de Declaração;Interno;0;3;28-SEP-22;
03/12/2023;05:05:30;2022;Processo;11351362;25/07/2022;18/08/2022;0600199-84.2022.6.04.0000;AM;4;AM;2;25/07/2022;;;45;Gabinete do Juiz Auxiliar - Juiz do Tribunal Regional Eleitoral LUIS FELIPE AVELINO MEDINA;61;Magistrado;11541;Rp;REPRESENTAÇÃO;11667;Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada;Recurso Extraordinário;Externo;0;2;15-AUG-22;
03/12/2023;05:05:30;2022;Processo;11422019;15/08/2022;13/01/2023;0600816-44.2022.6.04.0000;AM;4;AM;2;15/08/2022;;;8;Gabinete do Jurista 2 - Juiz do Tribunal Regional Eleitoral PEDRO DE ARAUJO RIBEIRO;13;Magistrado;11532;RCand;REGISTRO DE CANDIDATURA;11618;Registro de Candidatura - RRC - Candidato;Recurso Ordinário;Externo;0;2;13-SEP-22;
03/12/2023;05:05:30;2022;Processo;11666250;10/09/2022;02/10/2023;0601531-86.2022.6.04.0000;AM;4;AM;2;12/01/2023;;;8;Gabinete do Jurista 2 - Juiz do Tribunal Regional Eleitoral PEDRO DE ARAUJO RIBEIRO;13;Magistrado;11541;Rp;REPRESENTAÇÃO;11663;Propaganda Política - Propaganda Eleitoral - Conduta Vedada a Emissora de Rádio/Televisão na Programação Normal;Embargos de Declaração;Interno;0;5;20-SEP-23;
03/12/2023;05:05:30;2022;Processo;11349526;08/07/2022;09/08/2022;0600156-50.2022.6.04.0000;AM;4;AM;2;08/07/2022;;;40;Gabinete do Juiz Auxiliar - JUIZ FEDERAL - Juiz do Tribunal Regional Eleitoral MÁRCIO ANDRÉ LOPES CAVALCANTE;49;Magistrado;11541;Rp;REPRESENTAÇÃO;12635;Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa;Embargos de Declaração;Interno;0;4;02-AUG-22;
03/12/2023;05:05:30;2022;Processo;11349520;08/07/2022;09/08/2022;0600156-50.2022.6.04.0000;AM;4;AM;2;08/07/2022;;;40;Gabinete do Juiz Auxiliar - JUIZ FEDERAL - Juiz do Tribunal Regional Eleitoral MÁRCIO ANDRÉ LOPES CAVALCANTE;49;Magistrado;11541;Rp;REPRESENTAÇÃO;12635;Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa;Embargos de Declaração;Interno;0;4;02-AUG-22;
03/12/2023;05:05:30;2022;Processo;11349490;12/07/2022;09/08/2022;0600170-34.2022.6.04.0000;AM;4;AM;2;12/07/2022;;;40;Gabinete do Juiz Auxiliar - JUIZ FEDERAL - Juiz do Tribunal Regional Eleitoral MÁRCIO ANDRÉ LOPES CAVALCANTE;49;Magistrado;11541;Rp;REPRESENTAÇÃO;12635;Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa;Embargos de Declaração;Interno;0;4;02-AUG-22;
03/12/2023;05:05:30;2022;Processo;11577047;16/09/2022;09/03/2023;0602185-73.2022.6.04.0000;AM;4;AM;2;30/12/2022;;;7;Gabinete da Vice-Presidente - Desembargadora CARLA MARIA SANTOS DOS REIS;7;Magistrado;11541;Rp;REPRESENTAÇÃO;11663;Propaganda Política - Propaganda Eleitoral - Conduta Vedada a Emissora de Rádio/Televisão na Programação Normal;Embargos de Declaração;Interno;0;5;03-FEB-23;
03/12/2023;05:05:30;2022;Processo;11455706;16/09/2022;09/03/2023;0602185-73.2022.6.04.0000;AM;4;AM;2;30/12/2022;;;7;Gabinete da Vice-Presidente - Desembargadora CARLA MARIA SANTOS DOS REIS;7;Magistrado;11541;Rp;REPRESENTAÇÃO;11663;Propaganda Política - Propaganda Eleitoral - Conduta Vedada a Emissora de Rádio/Televisão na Programação Normal;Embargos de Declaração;Interno;0;5;03-FEB-23;
03/12/2023;05:05:30;2022;Processo;11391569;31/08/2022;16/10/2022;0601267-69.2022.6.04.0000;AM;4;AM;2;31/08/2022;;;40;Gabinete do Juiz Auxiliar - JUIZ FEDERAL - Juiz do Tribunal Regional Eleitoral MÁRCIO ANDRÉ LOPES CAVALCANTE;66;Magistrado;11541;Rp;REPRESENTAÇÃO;11483;Divulgação de Fatos Inverídicos na Propaganda Eleitoral;Embargos de Declaração;Interno;0;3;22-SEP-22;
03/12/2023;05:05:30;2022;Processo;11567162;08/09/2022;17/03/2023;0601426-12.2022.6.04.0000;AM;4;AM;2;03/01/2023;;;7;Gabinete da Vice-Presidente - Desembargadora CARLA MARIA SANTOS DOS REIS;7;Magistrado;11541;Rp;REPRESENTAÇÃO;11663;Propaganda Política - Propaganda Eleitoral - Conduta Vedada a Emissora de Rádio/Televisão na Programação Normal;Embargos de Declaração;Interno;0;3;02/mar/23;
03/12/2023;05:05:30;2022;Processo;11436234;08/08/2022;17/10/2022;0600297-69.2022.6.04.0000;AM;4;AM;2;08/08/2022;;;4;Gabinete do Juiz Federal - Juiz do Tribunal Regional Eleitoral MARCELO PIRES SOARES;14;Magistrado;11532;RCand;REGISTRO DE CANDIDATURA;11618;Registro de Candidatura - RRC - Candidato;Embargos de Declaração;Interno;0;7;14-OCT-22;
03/12/2023;05:05:30;2022;Processo;11423590;08/08/2022;17/10/2022;0600297-69.2022.6.04.0000;AM;4;AM;2;08/08/2022;;;4;Gabinete do Juiz Federal - Juiz do Tribunal Regional Eleitoral MARCELO PIRES SOARES;14;Magistrado;11532;RCand;REGISTRO DE CANDIDATURA;11618;Registro de Candidatura - RRC - Candidato;Agravo Regimental;Interno;0;7;14-OCT-22;
03/12/2023;05:05:30;2022;Processo;11450643;31/08/2022;18/04/2023;0601265-02.2022.6.04.0000;AM;4;AM;2;28/12/2022;;;5;Gabinete do Juiz de Direito - Juiz do Tribunal Regional Eleitoral MARCELO MANUEL DA COSTA VIEIRA;4;Magistrado;12630;RepEsp;REPRESENTAÇÃO ESPECIAL;12063;Conduta Vedada ao Agente Público;Agravo Regimental;Interno;0;5;04-APR-23;
03/12/2023;05:05:30;2022;Processo;11378363;18/08/2022;21/10/2022;0600955-93.2022.6.04.0000;AM;4;AM;2;19/08/2022;;;40;Gabinete do Juiz Auxiliar - JUIZ FEDERAL - Juiz do Tribunal Regional Eleitoral MÁRCIO ANDRÉ LOPES CAVALCANTE;66;Magistrado;11541;Rp;REPRESENTAÇÃO;11679;Propaganda Política - Propaganda Eleitoral - Internet;Embargos de Declaração;Interno;0;7;08-OCT-22;
03/12/2023;05:05:30;2022;Processo;11378077;18/08/2022;21/10/2022;0600955-93.2022.6.04.0000;AM;4;AM;2;19/08/2022;;;40;Gabinete do Juiz Auxiliar - JUIZ FEDERAL - Juiz do Tribunal Regional Eleitoral MÁRCIO ANDRÉ LOPES CAVALCANTE;66;Magistrado;11541;Rp;REPRESENTAÇÃO;11679;Propaganda Política - Propaganda Eleitoral - Internet;Embargos de Declaração;Interno;0;7;08-OCT-22;
03/12/2023;05:05:30;2022;Processo;11396333;10/08/2022;16/09/2022;0600425-89.2022.6.04.0000;AM;4;AM;2;10/08/2022;;;4;Gabinete do Juiz Federal - Juiz do Tribunal Regional Eleitoral MARCELO PIRES SOARES;14;Magistrado;11532;RCand;REGISTRO DE CANDIDATURA;11618;Registro de Candidatura - RRC - Candidato;Agravo Regimental;Interno;0;3;12-SEP-22;
03/12/2023;05:05:30;2022;Processo;11396338;10/08/2022;16/09/2022;0600425-89.2022.6.04.0000;AM;4;AM;2;10/08/2022;;;4;Gabinete do Juiz Federal - Juiz do Tribunal Regional Eleitoral MARCELO PIRES SOARES;14;Magistrado;11532;RCand;REGISTRO DE CANDIDATURA;11618;Registro de Candidatura - RRC - Candidato;Agravo Regimental;Interno;0;3;12-SEP-22;
03/12/2023;05:05:30;2022;Processo;11401990;19/08/2022;17/10/2022;0600991-38.2022.6.04.0000;AM;4;AM;2;19/08/2022;;;40;Gabinete do Juiz Auxiliar - JUIZ FEDERAL - Juiz do Tribunal Regional Eleitoral MÁRCIO ANDRÉ LOPES CAVALCANTE;66;Magistrado;11541;Rp;REPRESENTAÇÃO;11679;Propaganda Política - Propaganda Eleitoral - Internet;Embargos de Declaração;Interno;0;6;10-OCT-22;
03/12/2023;05:05:30;2022;Processo;11387739;26/07/2022;04/12/2022;0600203-24.2022.6.04.0000;AM;4;AM;2;26/07/2022;;;6;Gabinete do Juiz Jurista 1 - Juiz do Tribunal Regional Eleitoral DIOGO OLIVEIRA NOGUEIRA FRANCO;11;Magistrado;11532;RCand;REGISTRO DE CANDIDATURA;12044;Registro de Candidatura - DRAP Partido/Coligação;Embargos de Declaração;Interno;0;6;14-SEP-22;
03/12/2023;05:05:30;2022;Processo;11374790;26/07/2022;04/12/2022;0600203-24.2022.6.04.0000;AM;4;AM;2;26/07/2022;;;6;Gabinete do Juiz Jurista 1 - Juiz do Tribunal Regional Eleitoral DIOGO OLIVEIRA NOGUEIRA FRANCO;11;Magistrado;11532;RCand;REGISTRO DE CANDIDATURA;12044;Registro de Candidatura - DRAP Partido/Coligação;Agravo Regimental;Interno;0;6;14-SEP-22;
03/12/2023;05:05:30;2022;Processo;11374794;26/07/2022;04/12/2022;0600203-24.2022.6.04.0000;AM;4;AM;2;26/07/2022;;;6;Gabinete do Juiz Jurista 1 - Juiz do Tribunal Regional Eleitoral DIOGO OLIVEIRA NOGUEIRA FRANCO;11;Magistrado;11532;RCand;REGISTRO DE CANDIDATURA;12044;Registro de Candidatura - DRAP Partido/Coligação;Agravo Regimental;Interno;0;6;14-SEP-22;
03/12/2023;05:05:30;2022;Processo;11684757;13/09/2022;08/09/2023;0601995-13.2022.6.04.0000;AM;4;AM;2;13/09/2022;;;5;Gabinete do Juiz de Direito - Juiz do Tribunal Regional Eleitoral MARCELO MANUEL DA COSTA VIEIRA;4;Magistrado;12193;PCE;PRESTAÇÃO DE CONTAS ELEITORAIS;11630;Cargo - Deputado Estadual;Embargos de Declaração;Interno;0;2;18-AUG-23;
03/12/2023;05:05:30;2022;Processo;11386320;12/08/2022;18/10/2022;0600776-62.2022.6.04.0000;AM;4;AM;2;12/08/2022;;;8;Gabinete do Jurista 2 - Juiz do Tribunal Regional Eleitoral PEDRO DE ARAUJO RIBEIRO;13;Magistrado;11532;RCand;REGISTRO DE CANDIDATURA;11619;Registro de Candidatura - RRCI - Candidato Individual;Embargos de Declaração;Interno;0;4;12-SEP-22;
03/12/2023;05:05:30;2022;Processo;11402835;10/08/2022;13/02/2023;0600438-88.2022.6.04.0000;AM;4;AM;2;10/08/2022;;;4;Gabinete do Juiz Federal - Juiz do Tribunal Regional Eleitoral MARCELO PIRES SOARES;14;Magistrado;11532;RCand;REGISTRO DE CANDIDATURA;11618;Registro de Candidatura - RRC - Candidato;Recurso Ordinário;Externo;0;2;08-SEP-22;
03/12/2023;05:05:30;2022;Processo;11389064;30/08/2022;06/10/2022;0601229-57.2022.6.04.0000;AM;4;AM;2;31/08/2022;;;45;Gabinete do Juiz Auxiliar - Juiz do Tribunal Regional Eleitoral LUIS FELIPE AVELINO MEDINA;67;Magistrado;12625;DR;DIREITO DE RESPOSTA;11673;Propaganda Política - Propaganda Eleitoral - Rádio;Embargos de Declaração;Interno;0;4;28-SEP-22;
03/12/2023;05:05:30;2022;Processo;11321956;18/03/2022;21/07/2022;0600052-58.2022.6.04.0000;AM;4;AM;2;22/06/2022;;;2;Gabinete do Presidente - Desembargador JORGE MANOEL LOPES LINS;2;Magistrado;241;PetCiv;PETIÇÃO CÍVEL;12644;Requerimentos Relativos ao Horário Eleitoral Gratuito;Agravo Regimental;Interno;0;3;01/jul/22;
03/12/2023;05:05:30;2022;Processo;11349508;11/07/2022;11/08/2022;0600168-64.2022.6.04.0000;AM;4;AM;2;11/07/2022;;;40;Gabinete do Juiz Auxiliar - JUIZ FEDERAL - Juiz do Tribunal Regional Eleitoral MÁRCIO ANDRÉ LOPES CAVALCANTE;49;Magistrado;11541;Rp;REPRESENTAÇÃO;12063;Conduta Vedada ao Agente Público;Embargos de Declaração;Interno;0;4;02-AUG-22;
